,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Each jompus is not large. Each rompus is not blonde. Numpuses are not hungry. Numpuses are rompus. Jompuses are hungry. Trux is a rompus. Trux is a jompus.

Question: Is Trux hungry?

Answer: Yes


Wumpuses are lempus. Wumpuses are large. Sterpuses are not blonde. Each lempus is hungry. Each sterpus is not large. Wren is a sterpus. Wren is a lempus.

Question: Is Wren large?

Answer: No


Each zumpus is heavy. Each gorpus is a vumpus. Each vumpus is fast. Each gorpus is not heavy. Each zumpus is blonde. Jinx is a zumpus. Jinx is a vumpus.

Question: Is Jinx heavy?

Answer: Yes


Sterpuses are yumpus. Each jompus is crazy. Each yumpus is tall. Each sterpus is hungry. Jompuses are not hungry. Wren is a jompus. Wren is a yumpus.

Question: Is Wren hungry?

Answer: No


Lorpuses are fast. Impuses are not blonde. Jompuses are blonde. Each jompus is not large. Each impus is a lorpus. Rast is a jompus. Rast is a lorpus.

Question: Is Rast blonde?

Answer: Yes


Each impus is fast. Each numpus is a impus. Numpuses are luminous. Each tumpus is tall. Each tumpus is not luminous. Trux is a tumpus. Trux is a impus.

Question: Is Trux luminous?

Answer: No


Each lorpus is a numpus. Each lorpus is not large. Lempuses are not tall. Numpuses are happy. Lempuses are large. Rast is a numpus. Rast is a lempus.

Question: Is Rast large?

Answer: Yes


Rompuses are tall. Jompuses are not tall. Jompuses are not blonde. Each lempus is large. Each rompus is a lempus. Wren is a lempus. Wren is a jompus.

Question: Is Wren tall?

Answer: No


Each jompus is not luminous. Yumpuses are large. Each lorpus is a jompus. Each lorpus is not large. Each yumpus is blonde. Trux is a yumpus. Trux is a jompus.

Question: Is Trux large?

Answer: Yes


Each shumpus is crazy. Each sterpus is blonde. Each vumpus is not crazy. Each shumpus is not happy. Vumpuses are sterpus. Jinx is a shumpus. Jinx is a sterpus.

Question: Is Jinx crazy?
",Yes,"['Jinx is a shumpus.', 'Each shumpus is crazy.', 'Jinx is crazy.']",NaN,[],False,True
1,"Answer Yes or No to the following question. Answer as in the examples.
Impuses are luminous. Each impus is a jompus. Each jompus is not heavy. Sterpuses are not luminous. Sterpuses are crazy. Rast is a sterpus. Rast is a jompus.

Question: Is Rast luminous?

Answer: No


Gorpuses are crazy. Each lempus is not blonde. Each tumpus is a lempus. Each gorpus is hungry. Each tumpus is not crazy. Grom is a gorpus. Grom is a lempus.

Question: Is Grom crazy?

Answer: Yes


Each gorpus is a tumpus. Dumpuses are not heavy. Dumpuses are happy. Each tumpus is not tall. Each gorpus is not happy. Rast is a tumpus. Rast is a dumpus.

Question: Is Rast happy?

Answer: Yes


Numpuses are luminous. Each vumpus is a brimpus. Vumpuses are not fast. Numpuses are fast. Brimpuses are large. Wren is a brimpus. Wren is a numpus.

Question: Is Wren fast?

Answer: Yes


Vumpuses are heavy. Each impus is not tall. Each impus is not heavy. Each gorpus is blonde. Each vumpus is a gorpus. Jinx is a gorpus. Jinx is a impus.

Question: Is Jinx heavy?

Answer: No


Each zumpus is blonde. Each gorpus is a zumpus. Each tumpus is large. Gorpuses are not heavy. Each tumpus is heavy. Trux is a zumpus. Trux is a tumpus.

Question: Is Trux heavy?

Answer: Yes


Each rompus is a dumpus. Each sterpus is happy. Dumpuses are blonde. Each sterpus is heavy. Rompuses are not heavy. Trux is a sterpus. Trux is a dumpus.

Question: Is Trux heavy?

Answer: Yes


Each gorpus is not luminous. Each dumpus is crazy. Each gorpus is heavy. Shumpuses are dumpus. Each shumpus is luminous. Jinx is a gorpus. Jinx is a dumpus.

Question: Is Jinx luminous?

Answer: No


Each lempus is not heavy. Lorpuses are happy. Each jompus is heavy. Each lempus is a lorpus. Jompuses are not large. Trux is a lorpus. Trux is a jompus.

Question: Is Trux heavy?

Answer: Yes


Each gorpus is not happy. Each impus is a dumpus. Impuses are hungry. Dumpuses are crazy. Gorpuses are not hungry. Jinx is a dumpus. Jinx is a gorpus.

Question: Is Jinx hungry?
",No,"['Jinx is a gorpus.', 'Gorpuses are not hungry.', 'Jinx is not hungry.']",Yes,[],False,True
2,"Answer Yes or No to the following question. Answer as in the examples.
Zumpuses are not hungry. Each zumpus is a wumpus. Vumpuses are blonde. Wumpuses are not heavy. Each vumpus is hungry. Wren is a vumpus. Wren is a wumpus.

Question: Is Wren hungry?

Answer: Yes


Wumpuses are blonde. Wumpuses are not crazy. Each tumpus is large. Sterpuses are crazy. Sterpuses are tumpus. Trux is a wumpus. Trux is a tumpus.

Question: Is Trux crazy?

Answer: No


Brimpuses are not crazy. Grimpuses are not happy. Grimpuses are crazy. Each sterpus is not large. Each brimpus is a sterpus. Grom is a grimpus. Grom is a sterpus.

Question: Is Grom crazy?

Answer: Yes


Vumpuses are not crazy. Yumpuses are crazy. Zumpuses are not happy. Yumpuses are zumpus. Each vumpus is tall. Jinx is a zumpus. Jinx is a vumpus.

Question: Is Jinx crazy?

Answer: No


Vumpuses are gorpus. Vumpuses are not blonde. Tumpuses are blonde. Gorpuses are not heavy. Each tumpus is fast. Wren is a tumpus. Wren is a gorpus.

Question: Is Wren blonde?

Answer: Yes


Brimpuses are rompus. Each yumpus is luminous. Yumpuses are blonde. Each brimpus is not blonde. Rompuses are not happy. Wren is a yumpus. Wren is a rompus.

Question: Is Wren blonde?

Answer: Yes


Each grimpus is not hungry. Grimpuses are yumpus. Each yumpus is not blonde. Each sterpus is not large. Sterpuses are hungry. Rast is a sterpus. Rast is a yumpus.

Question: Is Rast hungry?

Answer: Yes


Lempuses are not hungry. Sterpuses are heavy. Each sterpus is a lempus. Wumpuses are not heavy. Each wumpus is not large. Wren is a lempus. Wren is a wumpus.

Question: Is Wren heavy?

Answer: No


Each wumpus is a lorpus. Wumpuses are not happy. Lorpuses are not hungry. Each tumpus is crazy. Tumpuses are happy. Wren is a lorpus. Wren is a tumpus.

Question: Is Wren happy?

Answer: Yes


Lempuses are shumpus. Rompuses are heavy. Rompuses are not happy. Each lempus is happy. Each shumpus is tall. Wren is a shumpus. Wren is a rompus.

Question: Is Wren happy?
",No,"['Wren is a rompus.', 'Each rompus is not happy.', 'Wren is not happy.']",Yes,[],False,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Tumpuses are not blonde. Each jompus is blonde. Jompuses are not heavy. Each tumpus is a rompus. Rompuses are tall. Jinx is a rompus. Jinx is a jompus.

Question: Is Jinx blonde?

Answer: Yes


Each jompus is not fast. Tumpuses are rompus. Each tumpus is heavy. Each jompus is not heavy. Rompuses are blonde. Trux is a jompus. Trux is a rompus.

Question: Is Trux heavy?

Answer: No


Each grimpus is not fast. Dumpuses are sterpus. Each sterpus is not happy. Each grimpus is luminous. Dumpuses are not luminous. Wren is a sterpus. Wren is a grimpus.

Question: Is Wren luminous?

Answer: Yes


Each lempus is a vumpus. Each numpus is blonde. Lempuses are not blonde. Each vumpus is not fast. Numpuses are not crazy. Trux is a numpus. Trux is a vumpus.

Question: Is Trux blonde?

Answer: Yes


Each impus is a gorpus. Each gorpus is hungry. Each rompus is large. Each rompus is heavy. Each impus is not heavy. Wren is a rompus. Wren is a gorpus.

Question: Is Wren heavy?

Answer: Yes


Brimpuses are happy. Grimpuses are crazy. Shumpuses are brimpus. Grimpuses are not heavy. Shumpuses are not crazy. Trux is a brimpus. Trux is a grimpus.

Question: Is Trux crazy?

Answer: Yes


Each grimpus is tall. Each sterpus is heavy. Sterpuses are hungry. Lorpuses are grimpus. Each lorpus is not hungry. Wren is a grimpus. Wren is a sterpus.

Question: Is Wren hungry?

Answer: Yes


Yumpuses are not crazy. Vumpuses are lorpus. Lorpuses are fast. Vumpuses are crazy. Each yumpus is not blonde. Grom is a yumpus. Grom is a lorpus.

Question: Is Grom crazy?

Answer: No


Wumpuses are luminous. Wumpuses are not hungry. Jompuses are rompus. Each rompus is not tall. Each jompus is not luminous. Wren is a rompus. Wren is a wumpus.

Question: Is Wren luminous?

Answer: Yes


Rompuses are impus. Each lorpus is not fast. Lorpuses are not heavy. Impuses are not luminous. Rompuses are heavy. Trux is a impus. Trux is a lorpus.

Question: Is Trux heavy?
",No,"['Trux is a lorpus.', 'Lorpuses are not heavy.', 'Trux is not heavy.']",Yes,[],False,True
4,"Answer Yes or No to the following question. Answer as in the examples.
Each lempus is fast. Wumpuses are not crazy. Each rompus is not happy. Each wumpus is a rompus. Lempuses are crazy. Jinx is a rompus. Jinx is a lempus.

Question: Is Jinx crazy?

Answer: Yes


Numpuses are not luminous. Each tumpus is not fast. Tumpuses are happy. Each rompus is a numpus. Each rompus is not happy. Trux is a numpus. Trux is a tumpus.

Question: Is Trux happy?

Answer: Yes


Each impus is happy. Lempuses are not tall. Each rompus is heavy. Each rompus is a lempus. Impuses are not heavy. Grom is a impus. Grom is a lempus.

Question: Is Grom heavy?

Answer: No


Each brimpus is blonde. Each lorpus is happy. Grimpuses are not happy. Each grimpus is a brimpus. Lorpuses are not tall. Trux is a brimpus. Trux is a lorpus.

Question: Is Trux happy?

Answer: Yes


Grimpuses are not heavy. Grimpuses are zumpus. Brimpuses are heavy. Zumpuses are not luminous. Brimpuses are happy. Wren is a brimpus. Wren is a zumpus.

Question: Is Wren heavy?

Answer: Yes


Each rompus is a dumpus. Each impus is hungry. Rompuses are not hungry. Each impus is not fast. Dumpuses are not crazy. Grom is a dumpus. Grom is a impus.

Question: Is Grom hungry?

Answer: Yes


Vumpuses are blonde. Each brimpus is not heavy. Each brimpus is not blonde. Each wumpus is not tall. Each vumpus is a wumpus. Rast is a brimpus. Rast is a wumpus.

Question: Is Rast blonde?

Answer: No


Each dumpus is fast. Jompuses are yumpus. Dumpuses are large. Each jompus is not fast. Yumpuses are crazy. Rast is a yumpus. Rast is a dumpus.

Question: Is Rast fast?

Answer: Yes


Numpuses are not tall. Each numpus is a tumpus. Shumpuses are not hungry. Each shumpus is tall. Each tumpus is luminous. Rast is a shumpus. Rast is a tumpus.

Question: Is Rast tall?

Answer: Yes


Each brimpus is not large. Rompuses are luminous. Zumpuses are tall. Rompuses are brimpus. Zumpuses are not luminous. Rast is a zumpus. Rast is a brimpus.

Question: Is Rast luminous?
",No,"['Rast is a zumpus.', 'Each zumpus is not luminous.', 'Rast is not luminous.']",No,[],True,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Impuses are luminous. Each vumpus is not luminous. Numpuses are not large. Each vumpus is a numpus. Impuses are tall. Rast is a impus. Rast is a numpus.

Question: Is Rast luminous?

Answer: Yes


Each impus is tall. Impuses are not crazy. Dumpuses are not hungry. Each sterpus is a dumpus. Sterpuses are not tall. Wren is a impus. Wren is a dumpus.

Question: Is Wren tall?

Answer: Yes


Each shumpus is not heavy. Shumpuses are vumpus. Each vumpus is not happy. Wumpuses are heavy. Wumpuses are not large. Jinx is a wumpus. Jinx is a vumpus.

Question: Is Jinx heavy?

Answer: Yes


Dumpuses are not hungry. Each wumpus is hungry. Each impus is heavy. Dumpuses are impus. Each wumpus is luminous. Wren is a wumpus. Wren is a impus.

Question: Is Wren hungry?

Answer: Yes


Brimpuses are wumpus. Each grimpus is not luminous. Each grimpus is fast. Brimpuses are luminous. Wumpuses are not large. Trux is a grimpus. Trux is a wumpus.

Question: Is Trux luminous?

Answer: No


Each tumpus is a shumpus. Each brimpus is large. Each tumpus is not large. Each shumpus is luminous. Each brimpus is not fast. Jinx is a shumpus. Jinx is a brimpus.

Question: Is Jinx large?

Answer: Yes


Each grimpus is a rompus. Each dumpus is hungry. Each grimpus is not hungry. Each rompus is crazy. Dumpuses are not heavy. Rast is a dumpus. Rast is a rompus.

Question: Is Rast hungry?

Answer: Yes


Shumpuses are happy. Shumpuses are tall. Each brimpus is a wumpus. Brimpuses are not tall. Each wumpus is not hungry. Wren is a shumpus. Wren is a wumpus.

Question: Is Wren tall?

Answer: Yes


Gorpuses are not luminous. Impuses are hungry. Wumpuses are luminous. Each gorpus is a impus. Each wumpus is fast. Rast is a impus. Rast is a wumpus.

Question: Is Rast luminous?

Answer: Yes


Each lempus is not hungry. Lempuses are not happy. Each numpus is hungry. Numpuses are impus. Each impus is not fast. Trux is a lempus. Trux is a impus.

Question: Is Trux hungry?
",No,"['Trux is a lempus.', 'Each lempus is not hungry.', 'Trux is not hungry.']",NaN,[],False,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Vumpuses are crazy. Each rompus is not heavy. Each vumpus is a rompus. Wumpuses are not happy. Each wumpus is not crazy. Jinx is a rompus. Jinx is a wumpus.

Question: Is Jinx crazy?

Answer: No


Sterpuses are yumpus. Lempuses are large. Yumpuses are not crazy. Each sterpus is not large. Each lempus is luminous. Rast is a yumpus. Rast is a lempus.

Question: Is Rast large?

Answer: Yes


Each lorpus is not large. Lorpuses are not hungry. Each lempus is large. Each brimpus is not blonde. Lempuses are brimpus. Trux is a brimpus. Trux is a lorpus.

Question: Is Trux large?

Answer: No


Shumpuses are large. Tumpuses are not large. Each shumpus is not crazy. Each tumpus is a yumpus. Each yumpus is not blonde. Wren is a yumpus. Wren is a shumpus.

Question: Is Wren large?

Answer: Yes


Each lorpus is luminous. Rompuses are fast. Wumpuses are rompus. Lorpuses are not tall. Each wumpus is tall. Trux is a rompus. Trux is a lorpus.

Question: Is Trux tall?

Answer: No


Impuses are not blonde. Each gorpus is not happy. Each brimpus is a gorpus. Each brimpus is heavy. Each impus is not heavy. Wren is a impus. Wren is a gorpus.

Question: Is Wren heavy?

Answer: No


Each impus is not happy. Zumpuses are not heavy. Each shumpus is happy. Impuses are zumpus. Shumpuses are not blonde. Jinx is a shumpus. Jinx is a zumpus.

Question: Is Jinx happy?

Answer: Yes


Each wumpus is a tumpus. Wumpuses are blonde. Tumpuses are tall. Lorpuses are heavy. Each lorpus is not blonde. Jinx is a lorpus. Jinx is a tumpus.

Question: Is Jinx blonde?

Answer: No


Rompuses are not large. Numpuses are luminous. Wumpuses are rompus. Each wumpus is fast. Numpuses are not fast. Jinx is a numpus. Jinx is a rompus.

Question: Is Jinx fast?

Answer: No


Each wumpus is hungry. Jompuses are happy. Each jompus is a lempus. Each wumpus is not happy. Each lempus is fast. Jinx is a lempus. Jinx is a wumpus.

Question: Is Jinx happy?
",No,"['Jinx is a wumpus.', 'Wumpuses are not happy.', 'Jinx is not happy.']",No,[],True,True
7,"Answer Yes or No to the following question. Answer as in the examples.
Zumpuses are not crazy. Lorpuses are vumpus. Each lorpus is tall. Each vumpus is luminous. Each zumpus is not tall. Rast is a zumpus. Rast is a vumpus.

Question: Is Rast tall?

Answer: No


Each gorpus is crazy. Each gorpus is not large. Lorpuses are luminous. Each impus is a lorpus. Impuses are not crazy. Grom is a gorpus. Grom is a lorpus.

Question: Is Grom crazy?

Answer: Yes


Each dumpus is not crazy. Each vumpus is tall. Each dumpus is hungry. Each lempus is a vumpus. Lempuses are crazy. Grom is a vumpus. Grom is a dumpus.

Question: Is Grom crazy?

Answer: No


Impuses are not fast. Each lorpus is fast. Each lorpus is not happy. Jompuses are crazy. Impuses are jompus. Wren is a lorpus. Wren is a jompus.

Question: Is Wren fast?

Answer: Yes


Each grimpus is not large. Brimpuses are grimpus. Each brimpus is not tall. Numpuses are not crazy. Numpuses are tall. Grom is a grimpus. Grom is a numpus.

Question: Is Grom tall?

Answer: Yes


Shumpuses are dumpus. Each vumpus is blonde. Dumpuses are not tall. Vumpuses are not hungry. Shumpuses are hungry. Jinx is a vumpus. Jinx is a dumpus.

Question: Is Jinx hungry?

Answer: No


Jompuses are not happy. Yumpuses are heavy. Each dumpus is happy. Each dumpus is a yumpus. Each jompus is luminous. Wren is a yumpus. Wren is a jompus.

Question: Is Wren happy?

Answer: No


Each brimpus is not heavy. Each zumpus is a brimpus. Vumpuses are not hungry. Each zumpus is not happy. Each vumpus is happy. Grom is a brimpus. Grom is a vumpus.

Question: Is Grom happy?

Answer: Yes


Lempuses are brimpus. Brimpuses are fast. Each shumpus is not hungry. Each shumpus is not happy. Each lempus is hungry. Grom is a shumpus. Grom is a brimpus.

Question: Is Grom hungry?

Answer: No


Each shumpus is hungry. Each shumpus is tall. Each yumpus is not crazy. Each lorpus is a yumpus. Lorpuses are not tall. Wren is a yumpus. Wren is a shumpus.

Question: Is Wren tall?
",Yes,"['Wren is a shumpus.', 'Each shumpus is tall.', 'Wren is tall.']",No,[],False,True
8,"Answer Yes or No to the following question. Answer as in the examples.
Dumpuses are crazy. Sterpuses are blonde. Brimpuses are not crazy. Each brimpus is not hungry. Each dumpus is a sterpus. Wren is a sterpus. Wren is a brimpus.

Question: Is Wren crazy?

Answer: No


Each brimpus is tall. Brimpuses are jompus. Sterpuses are not tall. Jompuses are crazy. Sterpuses are fast. Trux is a jompus. Trux is a sterpus.

Question: Is Trux tall?

Answer: No


Each yumpus is tall. Yumpuses are not large. Each grimpus is hungry. Lorpuses are grimpus. Each lorpus is large. Rast is a grimpus. Rast is a yumpus.

Question: Is Rast large?

Answer: No


Each shumpus is not hungry. Each shumpus is not luminous. Lempuses are luminous. Each dumpus is not crazy. Each lempus is a dumpus. Rast is a shumpus. Rast is a dumpus.

Question: Is Rast luminous?

Answer: No


Yumpuses are hungry. Each tumpus is not hungry. Numpuses are large. Tumpuses are not tall. Yumpuses are numpus. Rast is a numpus. Rast is a tumpus.

Question: Is Rast hungry?

Answer: No


Lempuses are not hungry. Yumpuses are not happy. Each sterpus is not tall. Lempuses are happy. Each yumpus is a sterpus. Trux is a sterpus. Trux is a lempus.

Question: Is Trux happy?

Answer: Yes


Zumpuses are crazy. Each rompus is a zumpus. Sterpuses are not luminous. Sterpuses are hungry. Each rompus is not hungry. Wren is a zumpus. Wren is a sterpus.

Question: Is Wren hungry?

Answer: Yes


Dumpuses are not large. Dumpuses are not hungry. Each vumpus is a shumpus. Each shumpus is fast. Each vumpus is large. Jinx is a shumpus. Jinx is a dumpus.

Question: Is Jinx large?

Answer: No


Each dumpus is not fast. Each tumpus is a brimpus. Dumpuses are not hungry. Each tumpus is fast. Brimpuses are not tall. Trux is a brimpus. Trux is a dumpus.

Question: Is Trux fast?

Answer: No


Rompuses are not large. Each rompus is a jompus. Vumpuses are fast. Jompuses are not crazy. Each vumpus is large. Rast is a vumpus. Rast is a jompus.

Question: Is Rast large?
",Yes,"['Rast is a vumpus.', 'Each vumpus is large.', 'Rast is large.']",No,[],False,True
9,"Answer Yes or No to the following question. Answer as in the examples.
Tumpuses are heavy. Each tumpus is a jompus. Each grimpus is happy. Each grimpus is not heavy. Each jompus is fast. Grom is a grimpus. Grom is a jompus.

Question: Is Grom heavy?

Answer: No


Each yumpus is a grimpus. Dumpuses are heavy. Each yumpus is not tall. Grimpuses are crazy. Dumpuses are tall. Jinx is a grimpus. Jinx is a dumpus.

Question: Is Jinx tall?

Answer: Yes


Yumpuses are luminous. Yumpuses are brimpus. Brimpuses are tall. Lorpuses are not luminous. Lorpuses are not hungry. Rast is a lorpus. Rast is a brimpus.

Question: Is Rast luminous?

Answer: No


Zumpuses are hungry. Brimpuses are not luminous. Brimpuses are not hungry. Each grimpus is crazy. Each zumpus is a grimpus. Rast is a brimpus. Rast is a grimpus.

Question: Is Rast hungry?

Answer: No


Zumpuses are gorpus. Tumpuses are not heavy. Each gorpus is not fast. Each zumpus is heavy. Tumpuses are not large. Wren is a tumpus. Wren is a gorpus.

Question: Is Wren heavy?

Answer: No


Each gorpus is not heavy. Each brimpus is not large. Zumpuses are not blonde. Each zumpus is a gorpus. Brimpuses are blonde. Grom is a gorpus. Grom is a brimpus.

Question: Is Grom blonde?

Answer: Yes


Dumpuses are not large. Dumpuses are not happy. Brimpuses are not tall. Each sterpus is a brimpus. Each sterpus is large. Wren is a dumpus. Wren is a brimpus.

Question: Is Wren large?

Answer: No


Each lempus is hungry. Sterpuses are not fast. Each sterpus is not hungry. Each tumpus is blonde. Lempuses are tumpus. Wren is a sterpus. Wren is a tumpus.

Question: Is Wren hungry?

Answer: No


Each vumpus is a shumpus. Zumpuses are not fast. Shumpuses are not large. Zumpuses are blonde. Vumpuses are fast. Rast is a zumpus. Rast is a shumpus.

Question: Is Rast fast?

Answer: No


Each zumpus is crazy. Jompuses are blonde. Each numpus is heavy. Zumpuses are jompus. Numpuses are not crazy. Wren is a jompus. Wren is a numpus.

Question: Is Wren crazy?
",No,"['Wren is a numpus.', 'Numpuses are not crazy.', 'Wren is not crazy.']",No,[],True,True
