,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Each tumpus is large. Jompuses are not blonde. Each brimpus is a tumpus. Each brimpus is not blonde. Each tumpus is not tall. Each jompus is not large. Jompuses are lempus. Wren is a lempus. Wren is a brimpus.

Question: Is Wren large?
Think step by step.

(1) Wren is a brimpus.
(2) Each brimpus is a tumpus.
(3) Wren is a tumpus.
(4) Tumpuses are large.
(5) Wren is large.
Answer: Yes


Rompuses are luminous. Rompuses are lorpus. Rompuses are not large. Each zumpus is not luminous. Shumpuses are zumpus. Each zumpus is tall. Each shumpus is not large. Wren is a shumpus. Wren is a lorpus.

Question: Is Wren luminous?
Think step by step.

(1) Wren is a shumpus.
(2) Shumpuses are zumpus.
(3) Wren is a zumpus.
(4) Each zumpus is not luminous.
(5) Wren is not luminous.
Answer: No


Each numpus is a yumpus. Each tumpus is fast. Each yumpus is heavy. Numpuses are not happy. Yumpuses are not fast. Tumpuses are not happy. Each tumpus is a brimpus. Wren is a numpus. Wren is a brimpus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a numpus.
(2) Numpuses are yumpus.
(3) Wren is a yumpus.
(4) Yumpuses are not fast.
(5) Wren is not fast.
Answer: No


Shumpuses are not luminous. Each rompus is hungry. Rompuses are shumpus. Each tumpus is a numpus. Each tumpus is heavy. Tumpuses are hungry. Each shumpus is not heavy. Grom is a numpus. Grom is a rompus.

Question: Is Grom heavy?
Think step by step.
",No,"['Grom is a rompus.', 'Each rompus is a shumpus.', 'Grom is a shumpus.', 'Shumpuses are not heavy.', 'Grom is not heavy.']",No,"['Grom is a rompus.', 'Rompuses are shumpus.', 'Grom is a shumpus.', 'Shumpuses are not heavy.', 'Grom is not heavy.']",True,False
1,"Answer Yes or No to the following question. Answer as in the examples.
Each brimpus is not blonde. Brimpuses are numpus. Numpuses are luminous. Rompuses are not blonde. Rompuses are not luminous. Each numpus is not fast. Rompuses are grimpus. Jinx is a brimpus. Jinx is a grimpus.

Question: Is Jinx luminous?
Think step by step.

(1) Jinx is a brimpus.
(2) Brimpuses are numpus.
(3) Jinx is a numpus.
(4) Numpuses are luminous.
(5) Jinx is luminous.
Answer: Yes


Each jompus is luminous. Jompuses are not happy. Each brimpus is a shumpus. Brimpuses are not blonde. Rompuses are jompus. Each rompus is not blonde. Each brimpus is happy. Rast is a shumpus. Rast is a rompus.

Question: Is Rast happy?
Think step by step.

(1) Rast is a rompus.
(2) Each rompus is a jompus.
(3) Rast is a jompus.
(4) Each jompus is not happy.
(5) Rast is not happy.
Answer: No


Each tumpus is not hungry. Lorpuses are hungry. Tumpuses are not luminous. Lorpuses are rompus. Each lorpus is happy. Each yumpus is a tumpus. Each yumpus is happy. Wren is a rompus. Wren is a yumpus.

Question: Is Wren hungry?
Think step by step.

(1) Wren is a yumpus.
(2) Each yumpus is a tumpus.
(3) Wren is a tumpus.
(4) Tumpuses are not hungry.
(5) Wren is not hungry.
Answer: No


Jompuses are gorpus. Each jompus is hungry. Each zumpus is not hungry. Brimpuses are zumpus. Each zumpus is heavy. Brimpuses are not happy. Each jompus is not happy. Grom is a gorpus. Grom is a brimpus.

Question: Is Grom hungry?
Think step by step.
",No,"['Grom is a brimpus.', 'Brimpuses are zumpus.', 'Grom is a zumpus.', 'Zumpuses are not hungry.', 'Grom is not hungry.']",No,"['Grom is a brimpus.', 'Brimpuses are zumpus.', 'Grom is a zumpus.', 'Each zumpus is not hungry.', 'Grom is not hungry.']",True,False
2,"Answer Yes or No to the following question. Answer as in the examples.
Gorpuses are vumpus. Each gorpus is tall. Grimpuses are tall. Each tumpus is not luminous. Grimpuses are tumpus. Each gorpus is not fast. Tumpuses are fast. Trux is a vumpus. Trux is a grimpus.

Question: Is Trux fast?
Think step by step.

(1) Trux is a grimpus.
(2) Grimpuses are tumpus.
(3) Trux is a tumpus.
(4) Each tumpus is fast.
(5) Trux is fast.
Answer: Yes


Each jompus is blonde. Shumpuses are not hungry. Each shumpus is a tumpus. Zumpuses are hungry. Each jompus is a zumpus. Zumpuses are not tall. Shumpuses are blonde. Trux is a tumpus. Trux is a jompus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a jompus.
(2) Each jompus is a zumpus.
(3) Trux is a zumpus.
(4) Zumpuses are hungry.
(5) Trux is hungry.
Answer: Yes


Each tumpus is a grimpus. Yumpuses are heavy. Each yumpus is crazy. Each yumpus is a rompus. Grimpuses are not crazy. Tumpuses are heavy. Grimpuses are blonde. Wren is a rompus. Wren is a tumpus.

Question: Is Wren crazy?
Think step by step.

(1) Wren is a tumpus.
(2) Each tumpus is a grimpus.
(3) Wren is a grimpus.
(4) Grimpuses are not crazy.
(5) Wren is not crazy.
Answer: No


Each jompus is a gorpus. Gorpuses are fast. Each grimpus is not fast. Each jompus is happy. Each grimpus is happy. Each grimpus is a numpus. Gorpuses are hungry. Trux is a numpus. Trux is a jompus.

Question: Is Trux fast?
Think step by step.
",Yes,"['Trux is a jompus.', 'Jompuses are gorpus.', 'Trux is a gorpus.', 'Each gorpus is fast.', 'Trux is fast.']",Yes,"['Trux is a jompus.', 'Each jompus is a gorpus.', 'Trux is a gorpus.', 'Gorpuses are fast.', 'Trux is fast.']",True,False
3,"Answer Yes or No to the following question. Answer as in the examples.
Numpuses are not fast. Each zumpus is hungry. Numpuses are zumpus. Wumpuses are not crazy. Zumpuses are crazy. Each wumpus is not fast. Wumpuses are jompus. Grom is a jompus. Grom is a numpus.

Question: Is Grom crazy?
Think step by step.

(1) Grom is a numpus.
(2) Numpuses are zumpus.
(3) Grom is a zumpus.
(4) Each zumpus is crazy.
(5) Grom is crazy.
Answer: Yes


Tumpuses are sterpus. Each tumpus is luminous. Sterpuses are not heavy. Each rompus is heavy. Rompuses are vumpus. Each sterpus is large. Each rompus is luminous. Rast is a vumpus. Rast is a tumpus.

Question: Is Rast heavy?
Think step by step.

(1) Rast is a tumpus.
(2) Each tumpus is a sterpus.
(3) Rast is a sterpus.
(4) Sterpuses are not heavy.
(5) Rast is not heavy.
Answer: No


Each tumpus is blonde. Tumpuses are vumpus. Impuses are large. Impuses are happy. Brimpuses are blonde. Brimpuses are impus. Tumpuses are not happy. Rast is a vumpus. Rast is a brimpus.

Question: Is Rast happy?
Think step by step.

(1) Rast is a brimpus.
(2) Each brimpus is a impus.
(3) Rast is a impus.
(4) Impuses are happy.
(5) Rast is happy.
Answer: Yes


Each impus is tall. Impuses are happy. Each yumpus is not tall. Wumpuses are happy. Each yumpus is crazy. Wumpuses are yumpus. Impuses are rompus. Grom is a rompus. Grom is a wumpus.

Question: Is Grom tall?
Think step by step.
",No,"['Grom is a wumpus.', 'Each wumpus is a yumpus.', 'Grom is a yumpus.', 'Each yumpus is not tall.', 'Grom is not tall.']",No,"['Grom is a wumpus.', 'Wumpuses are yumpus.', 'Grom is a yumpus.', 'Each yumpus is not tall.', 'Grom is not tall.']",True,False
4,"Answer Yes or No to the following question. Answer as in the examples.
Vumpuses are blonde. Each sterpus is not happy. Each brimpus is a sterpus. Vumpuses are lempus. Sterpuses are not fast. Vumpuses are fast. Brimpuses are blonde. Grom is a lempus. Grom is a brimpus.

Question: Is Grom fast?
Think step by step.

(1) Grom is a brimpus.
(2) Each brimpus is a sterpus.
(3) Grom is a sterpus.
(4) Each sterpus is not fast.
(5) Grom is not fast.
Answer: No


Each lorpus is not heavy. Each lorpus is a gorpus. Each dumpus is not heavy. Each dumpus is a sterpus. Sterpuses are blonde. Each lorpus is not blonde. Sterpuses are not fast. Grom is a gorpus. Grom is a dumpus.

Question: Is Grom blonde?
Think step by step.

(1) Grom is a dumpus.
(2) Dumpuses are sterpus.
(3) Grom is a sterpus.
(4) Each sterpus is blonde.
(5) Grom is blonde.
Answer: Yes


Each vumpus is not blonde. Gorpuses are lorpus. Rompuses are not large. Rompuses are not heavy. Gorpuses are heavy. Each gorpus is not blonde. Each vumpus is a rompus. Wren is a vumpus. Wren is a lorpus.

Question: Is Wren heavy?
Think step by step.

(1) Wren is a vumpus.
(2) Each vumpus is a rompus.
(3) Wren is a rompus.
(4) Each rompus is not heavy.
(5) Wren is not heavy.
Answer: No


Each yumpus is crazy. Lempuses are yumpus. Each rompus is not fast. Rompuses are not happy. Yumpuses are fast. Each rompus is a grimpus. Each lempus is not happy. Rast is a lempus. Rast is a grimpus.

Question: Is Rast fast?
Think step by step.
",Yes,"['Rast is a lempus.', 'Each lempus is a yumpus.', 'Rast is a yumpus.', 'Each yumpus is fast.', 'Rast is fast.']",Yes,"['Rast is a lempus.', 'Lempuses are yumpus.', 'Rast is a yumpus.', 'Each yumpus is fast.', 'Rast is fast.']",True,False
5,"Answer Yes or No to the following question. Answer as in the examples.
Each impus is heavy. Each impus is a tumpus. Sterpuses are heavy. Each tumpus is hungry. Each sterpus is a lorpus. Tumpuses are not blonde. Each sterpus is blonde. Grom is a impus. Grom is a lorpus.

Question: Is Grom blonde?
Think step by step.

(1) Grom is a impus.
(2) Each impus is a tumpus.
(3) Grom is a tumpus.
(4) Each tumpus is not blonde.
(5) Grom is not blonde.
Answer: No


Each sterpus is a brimpus. Each numpus is not happy. Each sterpus is not happy. Each numpus is a wumpus. Brimpuses are crazy. Each numpus is not crazy. Brimpuses are not luminous. Wren is a sterpus. Wren is a wumpus.

Question: Is Wren crazy?
Think step by step.

(1) Wren is a sterpus.
(2) Each sterpus is a brimpus.
(3) Wren is a brimpus.
(4) Each brimpus is crazy.
(5) Wren is crazy.
Answer: Yes


Each tumpus is a lorpus. Shumpuses are not hungry. Each tumpus is not crazy. Each lorpus is hungry. Shumpuses are not crazy. Each lorpus is not heavy. Shumpuses are impus. Trux is a impus. Trux is a tumpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a tumpus.
(2) Tumpuses are lorpus.
(3) Trux is a lorpus.
(4) Lorpuses are hungry.
(5) Trux is hungry.
Answer: Yes


Zumpuses are fast. Each lorpus is tall. Rompuses are not fast. Zumpuses are impus. Lorpuses are rompus. Each zumpus is tall. Each rompus is blonde. Grom is a lorpus. Grom is a impus.

Question: Is Grom fast?
Think step by step.
",No,"['Grom is a lorpus.', 'Each lorpus is a rompus.', 'Grom is a rompus.', 'Each rompus is not fast.', 'Grom is not fast.']",No,"['Grom is a lorpus.', 'Lorpuses are rompus.', 'Grom is a rompus.', 'Rompuses are not fast.', 'Grom is not fast.']",True,False
6,"Answer Yes or No to the following question. Answer as in the examples.
Each lempus is a lorpus. Each grimpus is large. Each wumpus is not fast. Lempuses are not large. Wumpuses are grimpus. Each grimpus is not luminous. Lempuses are not fast. Jinx is a wumpus. Jinx is a lorpus.

Question: Is Jinx large?
Think step by step.

(1) Jinx is a wumpus.
(2) Wumpuses are grimpus.
(3) Jinx is a grimpus.
(4) Grimpuses are large.
(5) Jinx is large.
Answer: Yes


Brimpuses are fast. Brimpuses are not luminous. Impuses are luminous. Wumpuses are not happy. Each impus is a jompus. Impuses are not happy. Wumpuses are brimpus. Trux is a wumpus. Trux is a jompus.

Question: Is Trux luminous?
Think step by step.

(1) Trux is a wumpus.
(2) Each wumpus is a brimpus.
(3) Trux is a brimpus.
(4) Each brimpus is not luminous.
(5) Trux is not luminous.
Answer: No


Shumpuses are not crazy. Brimpuses are lorpus. Each sterpus is a shumpus. Each brimpus is not blonde. Brimpuses are tall. Shumpuses are not tall. Sterpuses are not blonde. Jinx is a lorpus. Jinx is a sterpus.

Question: Is Jinx tall?
Think step by step.

(1) Jinx is a sterpus.
(2) Each sterpus is a shumpus.
(3) Jinx is a shumpus.
(4) Each shumpus is not tall.
(5) Jinx is not tall.
Answer: No


Rompuses are luminous. Each impus is luminous. Each impus is crazy. Each vumpus is not crazy. Each rompus is a vumpus. Each impus is a lorpus. Vumpuses are not fast. Wren is a rompus. Wren is a lorpus.

Question: Is Wren crazy?
Think step by step.
",No,"['Wren is a rompus.', 'Rompuses are vumpus.', 'Wren is a vumpus.', 'Each vumpus is not crazy.', 'Wren is not crazy.']",No,"['Wren is a rompus.', 'Each rompus is a vumpus.', 'Wren is a vumpus.', 'Each vumpus is not crazy.', 'Wren is not crazy.']",True,False
7,"Answer Yes or No to the following question. Answer as in the examples.
Each impus is crazy. Each sterpus is a impus. Lorpuses are not crazy. Lorpuses are fast. Lorpuses are vumpus. Impuses are not large. Sterpuses are fast. Grom is a sterpus. Grom is a vumpus.

Question: Is Grom crazy?
Think step by step.

(1) Grom is a sterpus.
(2) Each sterpus is a impus.
(3) Grom is a impus.
(4) Impuses are crazy.
(5) Grom is crazy.
Answer: Yes


Lempuses are large. Each lempus is a gorpus. Yumpuses are large. Each yumpus is a vumpus. Each vumpus is fast. Each vumpus is not luminous. Each lempus is not fast. Grom is a gorpus. Grom is a yumpus.

Question: Is Grom fast?
Think step by step.

(1) Grom is a yumpus.
(2) Yumpuses are vumpus.
(3) Grom is a vumpus.
(4) Vumpuses are fast.
(5) Grom is fast.
Answer: Yes


Zumpuses are lorpus. Shumpuses are brimpus. Zumpuses are not heavy. Each brimpus is not tall. Brimpuses are not luminous. Shumpuses are not heavy. Zumpuses are luminous. Jinx is a lorpus. Jinx is a shumpus.

Question: Is Jinx luminous?
Think step by step.

(1) Jinx is a shumpus.
(2) Shumpuses are brimpus.
(3) Jinx is a brimpus.
(4) Each brimpus is not luminous.
(5) Jinx is not luminous.
Answer: No


Each yumpus is heavy. Wumpuses are not blonde. Each wumpus is not hungry. Wumpuses are shumpus. Numpuses are yumpus. Numpuses are not blonde. Yumpuses are hungry. Grom is a numpus. Grom is a shumpus.

Question: Is Grom hungry?
Think step by step.
",Yes,"['Grom is a numpus.', 'Numpuses are yumpus.', 'Grom is a yumpus.', 'Yumpuses are hungry.', 'Grom is hungry.']",Yes,"['Grom is a numpus.', 'Numpuses are yumpus.', 'Grom is a yumpus.', 'Yumpuses are hungry.', 'Grom is hungry.']",True,True
8,"Answer Yes or No to the following question. Answer as in the examples.
Wumpuses are grimpus. Zumpuses are heavy. Each zumpus is not fast. Each wumpus is fast. Each lorpus is a zumpus. Wumpuses are not hungry. Each lorpus is not hungry. Rast is a grimpus. Rast is a lorpus.

Question: Is Rast fast?
Think step by step.

(1) Rast is a lorpus.
(2) Lorpuses are zumpus.
(3) Rast is a zumpus.
(4) Zumpuses are not fast.
(5) Rast is not fast.
Answer: No


Each gorpus is not large. Gorpuses are not heavy. Vumpuses are tall. Dumpuses are large. Each vumpus is a gorpus. Each dumpus is tall. Dumpuses are tumpus. Grom is a tumpus. Grom is a vumpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a vumpus.
(2) Each vumpus is a gorpus.
(3) Grom is a gorpus.
(4) Each gorpus is not large.
(5) Grom is not large.
Answer: No


Rompuses are dumpus. Shumpuses are hungry. Each shumpus is tall. Shumpuses are gorpus. Dumpuses are not luminous. Rompuses are hungry. Each dumpus is not tall. Rast is a rompus. Rast is a gorpus.

Question: Is Rast tall?
Think step by step.

(1) Rast is a rompus.
(2) Rompuses are dumpus.
(3) Rast is a dumpus.
(4) Each dumpus is not tall.
(5) Rast is not tall.
Answer: No


Yumpuses are not heavy. Each grimpus is not hungry. Shumpuses are yumpus. Each grimpus is heavy. Each grimpus is a zumpus. Each yumpus is large. Shumpuses are not hungry. Trux is a shumpus. Trux is a zumpus.

Question: Is Trux heavy?
Think step by step.
",No,"['Trux is a shumpus.', 'Each shumpus is a yumpus.', 'Trux is a yumpus.', 'Each yumpus is not heavy.', 'Trux is not heavy.']",Yes,"['Trux is a shumpus.', 'Shumpuses are yumpus.', 'Trux is a yumpus.', 'Each yumpus is large.', 'Trux is large.', 'Each grimpus is heavy.', 'Trux is a grimpus.', 'Trux is heavy.']",False,False
9,"Answer Yes or No to the following question. Answer as in the examples.
Each vumpus is a rompus. Rompuses are not luminous. Vumpuses are not heavy. Each impus is a tumpus. Each rompus is not fast. Impuses are luminous. Each impus is not heavy. Trux is a vumpus. Trux is a tumpus.

Question: Is Trux luminous?
Think step by step.

(1) Trux is a vumpus.
(2) Vumpuses are rompus.
(3) Trux is a rompus.
(4) Rompuses are not luminous.
(5) Trux is not luminous.
Answer: No


Rompuses are lempus. Each rompus is not luminous. Rompuses are heavy. Each yumpus is heavy. Each brimpus is not tall. Yumpuses are brimpus. Brimpuses are luminous. Rast is a lempus. Rast is a yumpus.

Question: Is Rast luminous?
Think step by step.

(1) Rast is a yumpus.
(2) Yumpuses are brimpus.
(3) Rast is a brimpus.
(4) Each brimpus is luminous.
(5) Rast is luminous.
Answer: Yes


Vumpuses are not hungry. Each shumpus is a sterpus. Shumpuses are not hungry. Each sterpus is not tall. Vumpuses are yumpus. Vumpuses are tall. Each sterpus is not crazy. Jinx is a shumpus. Jinx is a yumpus.

Question: Is Jinx tall?
Think step by step.

(1) Jinx is a shumpus.
(2) Shumpuses are sterpus.
(3) Jinx is a sterpus.
(4) Sterpuses are not tall.
(5) Jinx is not tall.
Answer: No


Vumpuses are not hungry. Vumpuses are not heavy. Each shumpus is heavy. Each shumpus is not blonde. Each grimpus is a shumpus. Vumpuses are impus. Grimpuses are not hungry. Rast is a impus. Rast is a grimpus.

Question: Is Rast heavy?
Think step by step.
",Yes,"['Rast is a grimpus.', 'Grimpuses are shumpus.', 'Rast is a shumpus.', 'Shumpuses are heavy.', 'Rast is heavy.']",Yes,"['Rast is a grimpus.', 'Grimpuses are shumpus.', 'Rast is a shumpus.', 'Each shumpus is heavy.', 'Rast is heavy.']",True,False
