prompt,answer,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer to the following question as shown in the following examples.
Numpuses are heavy. Brimpuses are not heavy. Each brimpus is crazy. Each numpus is a zumpus. Zumpuses are not large. Jinx is a brimpus. Jinx is a zumpus.

Question: Is Jinx heavy?
Think step by step.

(1) Jinx is a brimpus.
(2) Brimpuses are not heavy.
(3) Jinx is not heavy.
Answer: No


Each jompus is crazy. Each sterpus is large. Each jompus is not large. Sterpuses are numpuses. Numpuses are tall. Grom is a numpus. Grom is a jompus.

Question: Is Grom large?
Think step by step.

(1) Grom is a jompus.
(2) Each jompus is not large.
(3) Grom is not large.
Answer: No


Each vumpus is luminous. Zumpuses are blonde. Zumpuses are vumpuses. Numpuses are not heavy. Each numpus is not blonde. Trux is a numpus. Trux is a vumpus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a numpus.
(2) Each numpus is not blonde.
(3) Trux is not blonde.
Answer: No


Each impus is tall. Each tumpus is not tall. Jompuses are fast. Impuses are not heavy. Each tumpus is a jompus. Wren is a impus. Wren is a jompus.

Question: Is Wren tall?
Think step by step.
","Here's the answer:

(1) Wren is an impus.
(2) Each impus is tall.
(3) Wren is tall.

Answer: Yes",Yes,"['Wren is a impus.', 'Impuses are tall.', 'Wren is tall.']",Yes,"['Wren is an impus.', 'Each impus is tall.', 'Wren is tall.']",True,True
"Answer to the following question as shown in the following examples.
Rompuses are large. Impuses are not blonde. Each shumpus is blonde. Each shumpus is happy. Impuses are rompuses. Trux is a shumpus. Trux is a rompus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a shumpus.
(2) Shumpuses are blonde.
(3) Trux is blonde.
Answer: Yes


Numpuses are lorpuses. Numpuses are tall. Each zumpus is not tall. Zumpuses are blonde. Each lorpus is not crazy. Jinx is a lorpus. Jinx is a zumpus.

Question: Is Jinx tall?
Think step by step.

(1) Jinx is a zumpus.
(2) Zumpuses are not tall.
(3) Jinx is not tall.
Answer: No


Each lorpus is not hungry. Each lempus is not large. Lorpuses are not happy. Zumpuses are lempuses. Each zumpus is happy. Jinx is a lorpus. Jinx is a lempus.

Question: Is Jinx happy?
Think step by step.

(1) Jinx is a lorpus.
(2) Lorpuses are not happy.
(3) Jinx is not happy.
Answer: No


Each vumpus is heavy. Each brimpus is large. Each vumpus is luminous. Each rompus is not luminous. Each rompus is a brimpus. Wren is a vumpus. Wren is a brimpus.

Question: Is Wren luminous?
Think step by step.
","Here's the answer:

(1) Wren is a vumpus.
(2) Each vumpus is luminous.
(3) Wren is luminous.

Answer: Yes",Yes,"['Wren is a vumpus.', 'Vumpuses are luminous.', 'Wren is luminous.']",Yes,"['Wren is a vumpus.', 'Each vumpus is luminous.', 'Wren is luminous.']",True,True
"Answer to the following question as shown in the following examples.
Each numpus is a lempus. Each tumpus is not hungry. Numpuses are blonde. Tumpuses are not blonde. Lempuses are luminous. Jinx is a lempus. Jinx is a tumpus.

Question: Is Jinx blonde?
Think step by step.

(1) Jinx is a tumpus.
(2) Each tumpus is not blonde.
(3) Jinx is not blonde.
Answer: No


Each grimpus is fast. Grimpuses are brimpuses. Each brimpus is heavy. Each yumpus is not fast. Yumpuses are tall. Wren is a brimpus. Wren is a yumpus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a yumpus.
(2) Each yumpus is not fast.
(3) Wren is not fast.
Answer: No


Gorpuses are not fast. Jompuses are fast. Lempuses are not crazy. Gorpuses are happy. Each jompus is a lempus. Wren is a gorpus. Wren is a lempus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a gorpus.
(2) Gorpuses are not fast.
(3) Wren is not fast.
Answer: No


Each vumpus is not tall. Each dumpus is hungry. Each brimpus is fast. Dumpuses are brimpuses. Each vumpus is not hungry. Wren is a brimpus. Wren is a vumpus.

Question: Is Wren hungry?
Think step by step.
","Let's think step by step!

(1) Wren is a vumpus.
(2) Each vumpus is not hungry.
(3) Wren is not hungry.

Answer: No",No,"['Wren is a vumpus.', 'Vumpuses are not hungry.', 'Wren is not hungry.']",No,"['Wren is a vumpus.', 'Each vumpus is not hungry.', 'Wren is not hungry.']",True,True
"Answer to the following question as shown in the following examples.
Each wumpus is large. Each sterpus is blonde. Sterpuses are not large. Each wumpus is a numpus. Numpuses are crazy. Trux is a sterpus. Trux is a numpus.

Question: Is Trux large?
Think step by step.

(1) Trux is a sterpus.
(2) Each sterpus is not large.
(3) Trux is not large.
Answer: No


Numpuses are not tall. Vumpuses are luminous. Each sterpus is tall. Each sterpus is a vumpus. Numpuses are not blonde. Trux is a vumpus. Trux is a numpus.

Question: Is Trux tall?
Think step by step.

(1) Trux is a numpus.
(2) Each numpus is not tall.
(3) Trux is not tall.
Answer: No


Each zumpus is hungry. Dumpuses are heavy. Each dumpus is a zumpus. Jompuses are not heavy. Each jompus is not fast. Rast is a zumpus. Rast is a jompus.

Question: Is Rast heavy?
Think step by step.

(1) Rast is a jompus.
(2) Jompuses are not heavy.
(3) Rast is not heavy.
Answer: No


Brimpuses are not large. Brimpuses are grimpuses. Each grimpus is not crazy. Each zumpus is large. Zumpuses are heavy. Wren is a grimpus. Wren is a zumpus.

Question: Is Wren large?
Think step by step.
","Here's the answer:

(1) Wren is a zumpus.
(2) Each zumpus is large.
(3) Wren is large.
Answer: Yes",Yes,"['Wren is a zumpus.', 'Zumpuses are large.', 'Wren is large.']",Yes,"['Wren is a zumpus.', 'Each zumpus is large.', 'Wren is large.']",True,True
"Answer to the following question as shown in the following examples.
Sterpuses are fast. Each wumpus is not hungry. Each vumpus is hungry. Vumpuses are sterpuses. Wumpuses are not happy. Rast is a wumpus. Rast is a sterpus.

Question: Is Rast hungry?
Think step by step.

(1) Rast is a wumpus.
(2) Wumpuses are not hungry.
(3) Rast is not hungry.
Answer: No


Each shumpus is not crazy. Sterpuses are shumpuses. Each dumpus is not luminous. Sterpuses are heavy. Dumpuses are not heavy. Trux is a shumpus. Trux is a dumpus.

Question: Is Trux heavy?
Think step by step.

(1) Trux is a dumpus.
(2) Each dumpus is not heavy.
(3) Trux is not heavy.
Answer: No


Rompuses are not happy. Sterpuses are blonde. Each rompus is not blonde. Each sterpus is a yumpus. Yumpuses are not luminous. Jinx is a rompus. Jinx is a yumpus.

Question: Is Jinx blonde?
Think step by step.

(1) Jinx is a rompus.
(2) Each rompus is not blonde.
(3) Jinx is not blonde.
Answer: No


Each shumpus is a sterpus. Each jompus is fast. Each shumpus is not blonde. Sterpuses are heavy. Each jompus is blonde. Rast is a jompus. Rast is a sterpus.

Question: Is Rast blonde?
Think step by step.
","Here's the answer:

(1) Rast is a sterpus.
(2) Each sterpus is heavy.
(3) Rast is heavy.

(4) Rast is a jompus.
(5) Each jompus is blonde.
(6) Rast is blonde.

So, the answer is: Yes, Rast is blonde.",Yes,"['Rast is a jompus.', 'Jompuses are blonde.', 'Rast is blonde.']",Yes,"['Rast is a sterpus.', 'Each sterpus is heavy.', 'Rast is heavy.', 'Rast is a jompus.', 'Each jompus is blonde.', 'Rast is blonde.']",True,True
"Answer to the following question as shown in the following examples.
Lempuses are not large. Each lempus is crazy. Shumpuses are not happy. Each tumpus is a shumpus. Each tumpus is large. Grom is a shumpus. Grom is a lempus.

Question: Is Grom large?
Think step by step.

(1) Grom is a lempus.
(2) Each lempus is not large.
(3) Grom is not large.
Answer: No


Each brimpus is not tall. Yumpuses are jompuses. Each jompus is hungry. Brimpuses are large. Yumpuses are tall. Trux is a brimpus. Trux is a jompus.

Question: Is Trux tall?
Think step by step.

(1) Trux is a brimpus.
(2) Brimpuses are not tall.
(3) Trux is not tall.
Answer: No


Impuses are blonde. Each jompus is a impus. Shumpuses are not heavy. Each jompus is hungry. Shumpuses are not hungry. Wren is a shumpus. Wren is a impus.

Question: Is Wren hungry?
Think step by step.

(1) Wren is a shumpus.
(2) Shumpuses are not hungry.
(3) Wren is not hungry.
Answer: No


Each gorpus is not tall. Lorpuses are not luminous. Shumpuses are lorpuses. Each gorpus is not heavy. Each shumpus is tall. Jinx is a gorpus. Jinx is a lorpus.

Question: Is Jinx tall?
Think step by step.
","Here's the answer:

(1) Jinx is a gorpus.
(2) Each gorpus is not tall.
(3) Jinx is not tall.

Answer: No",No,"['Jinx is a gorpus.', 'Gorpuses are not tall.', 'Jinx is not tall.']",No,"['Jinx is a gorpus.', 'Each gorpus is not tall.', 'Jinx is not tall.']",True,True
"Answer to the following question as shown in the following examples.
Each lempus is not fast. Each dumpus is fast. Lempuses are shumpuses. Each dumpus is large. Each shumpus is not heavy. Wren is a shumpus. Wren is a dumpus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a dumpus.
(2) Dumpuses are fast.
(3) Wren is fast.
Answer: Yes


Each dumpus is large. Each shumpus is fast. Each lempus is not large. Dumpuses are shumpuses. Lempuses are not heavy. Grom is a shumpus. Grom is a lempus.

Question: Is Grom large?
Think step by step.

(1) Grom is a lempus.
(2) Lempuses are not large.
(3) Grom is not large.
Answer: No


Each vumpus is not blonde. Lorpuses are not crazy. Dumpuses are vumpuses. Each dumpus is hungry. Each lorpus is not hungry. Rast is a vumpus. Rast is a lorpus.

Question: Is Rast hungry?
Think step by step.

(1) Rast is a lorpus.
(2) Lorpuses are not hungry.
(3) Rast is not hungry.
Answer: No


Each jompus is a shumpus. Numpuses are tall. Numpuses are not happy. Each jompus is not tall. Each shumpus is blonde. Grom is a shumpus. Grom is a numpus.

Question: Is Grom tall?
Think step by step.
","Let's think step by step!

(1) Grom is a shumpus.
(2) Each shumpus is blonde.
(3) Grom is blonde.

(4) Grom is a numpus.
(5) Numpuses are tall.
(6) Grom is tall.

So, the answer is: Yes, Grom is tall.",Yes,"['Grom is a numpus.', 'Each numpus is tall.', 'Grom is tall.']",Yes,"['Grom is a shumpus.', 'Each shumpus is blonde.', 'Grom is blonde.', 'Grom is a numpus.', 'Numpuses are tall.', 'Grom is tall.']",True,True
"Answer to the following question as shown in the following examples.
Each zumpus is not fast. Zumpuses are not luminous. Each yumpus is not tall. Impuses are yumpuses. Each impus is luminous. Rast is a yumpus. Rast is a zumpus.

Question: Is Rast luminous?
Think step by step.

(1) Rast is a zumpus.
(2) Each zumpus is not luminous.
(3) Rast is not luminous.
Answer: No


Lempuses are tall. Each tumpus is not hungry. Each shumpus is luminous. Lempuses are tumpuses. Shumpuses are not tall. Wren is a tumpus. Wren is a shumpus.

Question: Is Wren tall?
Think step by step.

(1) Wren is a shumpus.
(2) Shumpuses are not tall.
(3) Wren is not tall.
Answer: No


Jompuses are not happy. Gorpuses are luminous. Yumpuses are gorpuses. Yumpuses are hungry. Each jompus is not hungry. Grom is a jompus. Grom is a gorpus.

Question: Is Grom hungry?
Think step by step.

(1) Grom is a jompus.
(2) Each jompus is not hungry.
(3) Grom is not hungry.
Answer: No


Each brimpus is heavy. Each wumpus is not hungry. Vumpuses are fast. Vumpuses are wumpuses. Each brimpus is not fast. Rast is a brimpus. Rast is a wumpus.

Question: Is Rast fast?
Think step by step.
","Here's the answer:

(1) Rast is a wumpus.
(2) Vumpuses are wumpuses.
(3) Rast is a vumpus.
(4) Vumpuses are fast.
(5) Rast is fast.

Answer: Yes",No,"['Rast is a brimpus.', 'Each brimpus is not fast.', 'Rast is not fast.']",Yes,"['Rast is a wumpus.', 'Vumpuses are wumpuses.', 'Rast is a vumpus.', 'Vumpuses are fast.', 'Rast is fast.']",False,False
"Answer to the following question as shown in the following examples.
Each shumpus is not large. Tumpuses are not tall. Shumpuses are luminous. Numpuses are tumpuses. Each numpus is not luminous. Jinx is a tumpus. Jinx is a shumpus.

Question: Is Jinx luminous?
Think step by step.

(1) Jinx is a shumpus.
(2) Shumpuses are luminous.
(3) Jinx is luminous.
Answer: Yes


Each numpus is crazy. Zumpuses are not luminous. Numpuses are zumpuses. Each shumpus is not crazy. Shumpuses are fast. Jinx is a shumpus. Jinx is a zumpus.

Question: Is Jinx crazy?
Think step by step.

(1) Jinx is a shumpus.
(2) Shumpuses are not crazy.
(3) Jinx is not crazy.
Answer: No


Each vumpus is tall. Each vumpus is a lorpus. Each rompus is heavy. Each rompus is not tall. Lorpuses are hungry. Rast is a lorpus. Rast is a rompus.

Question: Is Rast tall?
Think step by step.

(1) Rast is a rompus.
(2) Each rompus is not tall.
(3) Rast is not tall.
Answer: No


Yumpuses are not crazy. Each tumpus is large. Each tumpus is a yumpus. Lorpuses are not tall. Each lorpus is not large. Trux is a lorpus. Trux is a yumpus.

Question: Is Trux large?
Think step by step.
","Let's think step by step:

(1) Trux is a yumpus.
(2) Each tumpus is a yumpus.
(3) Each tumpus is large.
(4) Trux is large.

Answer: Yes",No,"['Trux is a lorpus.', 'Lorpuses are not large.', 'Trux is not large.']",Yes,"['Trux is a yumpus.', 'Each tumpus is a yumpus.', 'Each tumpus is large.', 'Trux is large.']",False,False
"Answer to the following question as shown in the following examples.
Each shumpus is tall. Each sterpus is not tall. Each sterpus is not crazy. Each shumpus is a tumpus. Each tumpus is fast. Wren is a sterpus. Wren is a tumpus.

Question: Is Wren tall?
Think step by step.

(1) Wren is a sterpus.
(2) Sterpuses are not tall.
(3) Wren is not tall.
Answer: No


Yumpuses are large. Lorpuses are crazy. Each impus is not crazy. Impuses are not fast. Lorpuses are yumpuses. Jinx is a impus. Jinx is a yumpus.

Question: Is Jinx crazy?
Think step by step.

(1) Jinx is a impus.
(2) Impuses are not crazy.
(3) Jinx is not crazy.
Answer: No


Gorpuses are jompuses. Jompuses are not heavy. Each impus is not blonde. Each gorpus is blonde. Each impus is not fast. Wren is a impus. Wren is a jompus.

Question: Is Wren blonde?
Think step by step.

(1) Wren is a impus.
(2) Each impus is not blonde.
(3) Wren is not blonde.
Answer: No


Wumpuses are happy. Each jompus is a wumpus. Jompuses are not large. Lorpuses are tall. Each lorpus is large. Rast is a wumpus. Rast is a lorpus.

Question: Is Rast large?
Think step by step.
","Here's the answer:

(1) Rast is a lorpus.
(2) Each lorpus is large.
(3) Rast is large.

Answer: Yes",Yes,"['Rast is a lorpus.', 'Lorpuses are large.', 'Rast is large.']",Yes,"['Rast is a lorpus.', 'Each lorpus is large.', 'Rast is large.']",True,True
