prompt,answer,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer to the following question as shown in the following examples.
Each vumpus is large. Vumpuses are sterpuses. Each sterpus is not crazy. Each gorpus is not large. Gorpuses are luminous. Jinx is a gorpus. Jinx is a sterpus.

Question: Is Jinx large?
Answer Yes or No.

Answer: No


Brimpuses are tall. Tumpuses are not large. Grimpuses are tumpuses. Brimpuses are blonde. Each grimpus is not blonde. Wren is a tumpus. Wren is a brimpus.

Question: Is Wren blonde?
Answer Yes or No.

Answer: Yes


Each numpus is not heavy. Wumpuses are fast. Wumpuses are numpuses. Each rompus is not fast. Rompuses are not happy. Wren is a rompus. Wren is a numpus.

Question: Is Wren fast?
Answer Yes or No.

Answer: No


Vumpuses are hungry. Tumpuses are not large. Each grimpus is large. Each grimpus is not luminous. Each tumpus is a vumpus. Trux is a vumpus. Trux is a grimpus.

Question: Is Trux large?
Answer Yes or No.

Answer: Yes


Each lempus is a tumpus. Each tumpus is fast. Numpuses are happy. Each numpus is large. Lempuses are not large. Jinx is a tumpus. Jinx is a numpus.

Question: Is Jinx large?
Answer Yes or No.

Answer: Yes


Tumpuses are hungry. Gorpuses are not luminous. Yumpuses are tumpuses. Yumpuses are luminous. Gorpuses are happy. Trux is a tumpus. Trux is a gorpus.

Question: Is Trux luminous?
Answer Yes or No.

Answer: No


Each impus is a vumpus. Each brimpus is not crazy. Each impus is crazy. Brimpuses are tall. Vumpuses are hungry. Rast is a brimpus. Rast is a vumpus.

Question: Is Rast crazy?
Answer Yes or No.

Answer: No


Each lempus is happy. Wumpuses are yumpuses. Each wumpus is not happy. Lempuses are not large. Yumpuses are not blonde. Jinx is a yumpus. Jinx is a lempus.

Question: Is Jinx happy?
Answer Yes or No.
","I'd be happy to help!

Answer: Yes",Yes,"['Jinx is a lempus.', 'Lempuses are happy.', 'Jinx is happy.']",Yes,[],True,
"Answer to the following question as shown in the following examples.
Gorpuses are fast. Each jompus is not happy. Lempuses are jompuses. Gorpuses are not blonde. Each lempus is not fast. Wren is a jompus. Wren is a gorpus.

Question: Is Wren fast?
Answer Yes or No.

Answer: Yes


Sterpuses are heavy. Each dumpus is luminous. Each dumpus is a brimpus. Each sterpus is not luminous. Each brimpus is not hungry. Rast is a brimpus. Rast is a sterpus.

Question: Is Rast luminous?
Answer Yes or No.

Answer: No


Each zumpus is blonde. Dumpuses are lorpuses. Dumpuses are not blonde. Each zumpus is not tall. Lorpuses are crazy. Wren is a zumpus. Wren is a lorpus.

Question: Is Wren blonde?
Answer Yes or No.

Answer: Yes


Each sterpus is not blonde. Each vumpus is not heavy. Grimpuses are large. Each vumpus is blonde. Sterpuses are grimpuses. Jinx is a vumpus. Jinx is a grimpus.

Question: Is Jinx blonde?
Answer Yes or No.

Answer: Yes


Each zumpus is not tall. Each gorpus is luminous. Each zumpus is a vumpus. Each gorpus is tall. Each vumpus is happy. Wren is a vumpus. Wren is a gorpus.

Question: Is Wren tall?
Answer Yes or No.

Answer: Yes


Shumpuses are not hungry. Lempuses are happy. Tumpuses are blonde. Each tumpus is hungry. Shumpuses are lempuses. Wren is a tumpus. Wren is a lempus.

Question: Is Wren hungry?
Answer Yes or No.

Answer: Yes


Zumpuses are not blonde. Vumpuses are not crazy. Each vumpus is blonde. Yumpuses are luminous. Zumpuses are yumpuses. Trux is a yumpus. Trux is a vumpus.

Question: Is Trux blonde?
Answer Yes or No.

Answer: Yes


Sterpuses are lempuses. Lempuses are crazy. Each lorpus is happy. Sterpuses are not fast. Each lorpus is fast. Wren is a lempus. Wren is a lorpus.

Question: Is Wren fast?
Answer Yes or No.
",Answer: Yes,Yes,"['Wren is a lorpus.', 'Lorpuses are fast.', 'Wren is fast.']",Yes,[],True,
"Answer to the following question as shown in the following examples.
Dumpuses are rompuses. Tumpuses are not tall. Dumpuses are not luminous. Each rompus is large. Tumpuses are luminous. Wren is a rompus. Wren is a tumpus.

Question: Is Wren luminous?
Answer Yes or No.

Answer: Yes


Each impus is not luminous. Dumpuses are happy. Impuses are dumpuses. Lempuses are not heavy. Lempuses are luminous. Jinx is a lempus. Jinx is a dumpus.

Question: Is Jinx luminous?
Answer Yes or No.

Answer: Yes


Each shumpus is blonde. Each impus is heavy. Each rompus is not heavy. Each impus is not luminous. Each rompus is a shumpus. Rast is a shumpus. Rast is a impus.

Question: Is Rast heavy?
Answer Yes or No.

Answer: Yes


Numpuses are happy. Zumpuses are dumpuses. Numpuses are not luminous. Each zumpus is not happy. Each dumpus is heavy. Wren is a dumpus. Wren is a numpus.

Question: Is Wren happy?
Answer Yes or No.

Answer: Yes


Zumpuses are not blonde. Each shumpus is happy. Zumpuses are not happy. Each vumpus is fast. Each shumpus is a vumpus. Grom is a vumpus. Grom is a zumpus.

Question: Is Grom happy?
Answer Yes or No.

Answer: No


Impuses are luminous. Vumpuses are not blonde. Each impus is a vumpus. Lorpuses are not heavy. Lorpuses are not luminous. Rast is a vumpus. Rast is a lorpus.

Question: Is Rast luminous?
Answer Yes or No.

Answer: No


Lempuses are not crazy. Yumpuses are not heavy. Each lempus is not tall. Brimpuses are yumpuses. Brimpuses are crazy. Jinx is a lempus. Jinx is a yumpus.

Question: Is Jinx crazy?
Answer Yes or No.

Answer: No


Each wumpus is not luminous. Each shumpus is not happy. Tumpuses are not large. Tumpuses are shumpuses. Wumpuses are large. Rast is a shumpus. Rast is a wumpus.

Question: Is Rast large?
Answer Yes or No.
","I'll answer the question as shown in the examples.

Answer: Yes",Yes,"['Rast is a wumpus.', 'Wumpuses are large.', 'Rast is large.']",Yes,[],True,
"Answer to the following question as shown in the following examples.
Each shumpus is fast. Rompuses are not fast. Each wumpus is large. Each rompus is a wumpus. Shumpuses are not tall. Jinx is a wumpus. Jinx is a shumpus.

Question: Is Jinx fast?
Answer Yes or No.

Answer: Yes


Lempuses are hungry. Each lempus is not heavy. Sterpuses are dumpuses. Dumpuses are not blonde. Sterpuses are not hungry. Trux is a dumpus. Trux is a lempus.

Question: Is Trux hungry?
Answer Yes or No.

Answer: Yes


Brimpuses are luminous. Vumpuses are heavy. Each lorpus is a brimpus. Each vumpus is tall. Each lorpus is not tall. Wren is a vumpus. Wren is a brimpus.

Question: Is Wren tall?
Answer Yes or No.

Answer: Yes


Impuses are gorpuses. Impuses are fast. Each numpus is luminous. Each gorpus is tall. Each numpus is not fast. Trux is a numpus. Trux is a gorpus.

Question: Is Trux fast?
Answer Yes or No.

Answer: No


Impuses are not hungry. Each grimpus is hungry. Lorpuses are blonde. Grimpuses are not crazy. Impuses are lorpuses. Trux is a lorpus. Trux is a grimpus.

Question: Is Trux hungry?
Answer Yes or No.

Answer: Yes


Zumpuses are not blonde. Rompuses are not crazy. Each shumpus is crazy. Rompuses are zumpuses. Shumpuses are happy. Jinx is a zumpus. Jinx is a shumpus.

Question: Is Jinx crazy?
Answer Yes or No.

Answer: Yes


Numpuses are shumpuses. Each jompus is crazy. Numpuses are not crazy. Shumpuses are not hungry. Each jompus is not fast. Grom is a shumpus. Grom is a jompus.

Question: Is Grom crazy?
Answer Yes or No.

Answer: Yes


Tumpuses are large. Yumpuses are tumpuses. Rompuses are not happy. Rompuses are fast. Yumpuses are happy. Trux is a tumpus. Trux is a rompus.

Question: Is Trux happy?
Answer Yes or No.
","I'll answer the question as shown in the examples.

Question: Is Trux happy?
Answer Yes or No.

Answer: Yes",No,"['Trux is a rompus.', 'Each rompus is not happy.', 'Trux is not happy.']",Yes,[],False,
"Answer to the following question as shown in the following examples.
Each lempus is happy. Each lorpus is crazy. Lorpuses are not happy. Lempuses are tumpuses. Tumpuses are tall. Rast is a tumpus. Rast is a lorpus.

Question: Is Rast happy?
Answer Yes or No.

Answer: No


Tumpuses are zumpuses. Each sterpus is not tall. Each zumpus is happy. Sterpuses are not fast. Tumpuses are tall. Jinx is a zumpus. Jinx is a sterpus.

Question: Is Jinx tall?
Answer Yes or No.

Answer: No


Each jompus is not fast. Jompuses are large. Rompuses are not happy. Each dumpus is a rompus. Dumpuses are not large. Wren is a jompus. Wren is a rompus.

Question: Is Wren large?
Answer Yes or No.

Answer: Yes


Each sterpus is not hungry. Each sterpus is not happy. Brimpuses are blonde. Each zumpus is happy. Each zumpus is a brimpus. Rast is a sterpus. Rast is a brimpus.

Question: Is Rast happy?
Answer Yes or No.

Answer: No


Each rompus is not heavy. Wumpuses are not fast. Wumpuses are sterpuses. Each sterpus is not crazy. Each rompus is fast. Rast is a sterpus. Rast is a rompus.

Question: Is Rast fast?
Answer Yes or No.

Answer: Yes


Each shumpus is fast. Tumpuses are shumpuses. Each lorpus is heavy. Tumpuses are not heavy. Lorpuses are luminous. Trux is a lorpus. Trux is a shumpus.

Question: Is Trux heavy?
Answer Yes or No.

Answer: Yes


Each sterpus is not crazy. Jompuses are heavy. Each jompus is a vumpus. Sterpuses are not heavy. Vumpuses are tall. Trux is a vumpus. Trux is a sterpus.

Question: Is Trux heavy?
Answer Yes or No.

Answer: No


Brimpuses are not tall. Rompuses are tall. Each brimpus is luminous. Rompuses are numpuses. Each numpus is heavy. Jinx is a brimpus. Jinx is a numpus.

Question: Is Jinx tall?
Answer Yes or No.
",Answer: No,No,"['Jinx is a brimpus.', 'Brimpuses are not tall.', 'Jinx is not tall.']",No,[],True,
"Answer to the following question as shown in the following examples.
Shumpuses are sterpuses. Numpuses are crazy. Numpuses are not fast. Each sterpus is large. Shumpuses are fast. Rast is a sterpus. Rast is a numpus.

Question: Is Rast fast?
Answer Yes or No.

Answer: No


Lorpuses are hungry. Lorpuses are crazy. Dumpuses are rompuses. Each dumpus is not crazy. Each rompus is not happy. Jinx is a rompus. Jinx is a lorpus.

Question: Is Jinx crazy?
Answer Yes or No.

Answer: Yes


Wumpuses are heavy. Each wumpus is not blonde. Each tumpus is not heavy. Brimpuses are not luminous. Each tumpus is a brimpus. Grom is a wumpus. Grom is a brimpus.

Question: Is Grom heavy?
Answer Yes or No.

Answer: Yes


Each grimpus is a lempus. Each numpus is not crazy. Numpuses are heavy. Each grimpus is not heavy. Each lempus is tall. Jinx is a numpus. Jinx is a lempus.

Question: Is Jinx heavy?
Answer Yes or No.

Answer: Yes


Each brimpus is not tall. Wumpuses are heavy. Jompuses are wumpuses. Jompuses are tall. Brimpuses are large. Wren is a wumpus. Wren is a brimpus.

Question: Is Wren tall?
Answer Yes or No.

Answer: No


Each yumpus is a numpus. Yumpuses are not large. Each numpus is not happy. Lorpuses are large. Each lorpus is not blonde. Rast is a lorpus. Rast is a numpus.

Question: Is Rast large?
Answer Yes or No.

Answer: Yes


Numpuses are not tall. Each vumpus is a numpus. Each vumpus is blonde. Yumpuses are not blonde. Yumpuses are luminous. Wren is a yumpus. Wren is a numpus.

Question: Is Wren blonde?
Answer Yes or No.

Answer: No


Each tumpus is blonde. Each tumpus is tall. Each impus is not tall. Each impus is a jompus. Each jompus is fast. Wren is a jompus. Wren is a tumpus.

Question: Is Wren tall?
Answer Yes or No.
","I'll answer the question as shown in the examples.

Question: Is Wren tall?
Answer: Yes",Yes,"['Wren is a tumpus.', 'Each tumpus is tall.', 'Wren is tall.']",Yes,[],True,
"Answer to the following question as shown in the following examples.
Dumpuses are not happy. Each gorpus is not large. Gorpuses are sterpuses. Dumpuses are large. Each sterpus is not heavy. Trux is a dumpus. Trux is a sterpus.

Question: Is Trux large?
Answer Yes or No.

Answer: Yes


Shumpuses are heavy. Each numpus is happy. Numpuses are jompuses. Jompuses are not tall. Each shumpus is not happy. Grom is a shumpus. Grom is a jompus.

Question: Is Grom happy?
Answer Yes or No.

Answer: No


Each jompus is a shumpus. Shumpuses are not luminous. Each jompus is not fast. Each zumpus is tall. Each zumpus is fast. Rast is a zumpus. Rast is a shumpus.

Question: Is Rast fast?
Answer Yes or No.

Answer: Yes


Shumpuses are not blonde. Shumpuses are wumpuses. Each brimpus is blonde. Wumpuses are not luminous. Each brimpus is not hungry. Grom is a brimpus. Grom is a wumpus.

Question: Is Grom blonde?
Answer Yes or No.

Answer: Yes


Each impus is a zumpus. Each impus is not happy. Each zumpus is heavy. Each yumpus is tall. Each yumpus is happy. Rast is a yumpus. Rast is a zumpus.

Question: Is Rast happy?
Answer Yes or No.

Answer: Yes


Sterpuses are not luminous. Sterpuses are impuses. Yumpuses are luminous. Each impus is blonde. Yumpuses are heavy. Rast is a impus. Rast is a yumpus.

Question: Is Rast luminous?
Answer Yes or No.

Answer: Yes


Dumpuses are not happy. Yumpuses are blonde. Each sterpus is not luminous. Yumpuses are sterpuses. Each dumpus is not blonde. Rast is a sterpus. Rast is a dumpus.

Question: Is Rast blonde?
Answer Yes or No.

Answer: No


Each numpus is fast. Each gorpus is happy. Each numpus is a gorpus. Rompuses are not fast. Rompuses are not large. Grom is a rompus. Grom is a gorpus.

Question: Is Grom fast?
Answer Yes or No.
",Answer: No,No,"['Grom is a rompus.', 'Rompuses are not fast.', 'Grom is not fast.']",No,[],True,
"Answer to the following question as shown in the following examples.
Each yumpus is crazy. Each jompus is not fast. Sterpuses are fast. Each sterpus is not luminous. Each jompus is a yumpus. Wren is a sterpus. Wren is a yumpus.

Question: Is Wren fast?
Answer Yes or No.

Answer: Yes


Gorpuses are luminous. Each jompus is not blonde. Each zumpus is a gorpus. Jompuses are tall. Each zumpus is not tall. Rast is a gorpus. Rast is a jompus.

Question: Is Rast tall?
Answer Yes or No.

Answer: Yes


Yumpuses are jompuses. Vumpuses are luminous. Each jompus is large. Each vumpus is happy. Yumpuses are not happy. Jinx is a jompus. Jinx is a vumpus.

Question: Is Jinx happy?
Answer Yes or No.

Answer: Yes


Lorpuses are not large. Dumpuses are not fast. Dumpuses are not luminous. Brimpuses are lorpuses. Each brimpus is fast. Grom is a dumpus. Grom is a lorpus.

Question: Is Grom fast?
Answer Yes or No.

Answer: No


Rompuses are yumpuses. Each tumpus is happy. Each rompus is not happy. Yumpuses are not heavy. Each tumpus is blonde. Jinx is a yumpus. Jinx is a tumpus.

Question: Is Jinx happy?
Answer Yes or No.

Answer: Yes


Grimpuses are not happy. Each tumpus is a zumpus. Each tumpus is happy. Each grimpus is large. Zumpuses are not luminous. Jinx is a grimpus. Jinx is a zumpus.

Question: Is Jinx happy?
Answer Yes or No.

Answer: No


Tumpuses are jompuses. Each tumpus is tall. Each jompus is crazy. Each zumpus is not heavy. Zumpuses are not tall. Jinx is a zumpus. Jinx is a jompus.

Question: Is Jinx tall?
Answer Yes or No.

Answer: No


Wumpuses are luminous. Each lorpus is heavy. Each impus is not luminous. Wumpuses are lorpuses. Each impus is not crazy. Rast is a impus. Rast is a lorpus.

Question: Is Rast luminous?
Answer Yes or No.
","I'd be happy to help!

Answer: No",No,"['Rast is a impus.', 'Impuses are not luminous.', 'Rast is not luminous.']",No,[],True,
"Answer to the following question as shown in the following examples.
Each tumpus is crazy. Each grimpus is hungry. Each zumpus is a grimpus. Zumpuses are not crazy. Each tumpus is fast. Jinx is a tumpus. Jinx is a grimpus.

Question: Is Jinx crazy?
Answer Yes or No.

Answer: Yes


Each lempus is fast. Each wumpus is a lempus. Each wumpus is not luminous. Zumpuses are luminous. Zumpuses are not blonde. Rast is a zumpus. Rast is a lempus.

Question: Is Rast luminous?
Answer Yes or No.

Answer: Yes


Shumpuses are not crazy. Each rompus is crazy. Each brimpus is large. Each shumpus is a brimpus. Rompuses are not blonde. Trux is a rompus. Trux is a brimpus.

Question: Is Trux crazy?
Answer Yes or No.

Answer: Yes


Each wumpus is hungry. Each vumpus is not fast. Each rompus is a vumpus. Wumpuses are not happy. Each rompus is happy. Trux is a vumpus. Trux is a wumpus.

Question: Is Trux happy?
Answer Yes or No.

Answer: No


Each vumpus is not heavy. Each numpus is not fast. Brimpuses are fast. Each brimpus is not happy. Each numpus is a vumpus. Trux is a vumpus. Trux is a brimpus.

Question: Is Trux fast?
Answer Yes or No.

Answer: Yes


Each sterpus is not happy. Grimpuses are heavy. Grimpuses are sterpuses. Each tumpus is not heavy. Tumpuses are not fast. Jinx is a tumpus. Jinx is a sterpus.

Question: Is Jinx heavy?
Answer Yes or No.

Answer: No


Impuses are fast. Each impus is tall. Zumpuses are not fast. Each numpus is not heavy. Zumpuses are numpuses. Jinx is a impus. Jinx is a numpus.

Question: Is Jinx fast?
Answer Yes or No.

Answer: Yes


Impuses are large. Each impus is not luminous. Each vumpus is luminous. Each vumpus is a yumpus. Yumpuses are not tall. Wren is a yumpus. Wren is a impus.

Question: Is Wren luminous?
Answer Yes or No.
","I'd be happy to help!

Answer: No",No,"['Wren is a impus.', 'Impuses are not luminous.', 'Wren is not luminous.']",No,[],True,
"Answer to the following question as shown in the following examples.
Each yumpus is a brimpus. Brimpuses are not crazy. Jompuses are hungry. Each yumpus is not hungry. Jompuses are not happy. Trux is a brimpus. Trux is a jompus.

Question: Is Trux hungry?
Answer Yes or No.

Answer: Yes


Each yumpus is heavy. Vumpuses are large. Each vumpus is crazy. Grimpuses are not crazy. Each grimpus is a yumpus. Rast is a vumpus. Rast is a yumpus.

Question: Is Rast crazy?
Answer Yes or No.

Answer: Yes


Each numpus is not hungry. Each tumpus is a numpus. Each tumpus is not large. Gorpuses are not crazy. Each gorpus is large. Trux is a numpus. Trux is a gorpus.

Question: Is Trux large?
Answer Yes or No.

Answer: Yes


Tumpuses are tall. Each shumpus is a tumpus. Each brimpus is luminous. Shumpuses are not luminous. Each brimpus is hungry. Rast is a tumpus. Rast is a brimpus.

Question: Is Rast luminous?
Answer Yes or No.

Answer: Yes


Jompuses are vumpuses. Vumpuses are large. Each jompus is not blonde. Lorpuses are hungry. Lorpuses are blonde. Jinx is a lorpus. Jinx is a vumpus.

Question: Is Jinx blonde?
Answer Yes or No.

Answer: Yes


Each impus is tall. Impuses are heavy. Each rompus is not hungry. Each vumpus is not heavy. Vumpuses are rompuses. Grom is a rompus. Grom is a impus.

Question: Is Grom heavy?
Answer Yes or No.

Answer: Yes


Wumpuses are tall. Tumpuses are not fast. Lempuses are fast. Tumpuses are wumpuses. Lempuses are not large. Trux is a lempus. Trux is a wumpus.

Question: Is Trux fast?
Answer Yes or No.

Answer: Yes


Each wumpus is a tumpus. Vumpuses are not tall. Each tumpus is luminous. Wumpuses are crazy. Each vumpus is not crazy. Trux is a tumpus. Trux is a vumpus.

Question: Is Trux crazy?
Answer Yes or No.
",Answer: No,No,"['Trux is a vumpus.', 'Each vumpus is not crazy.', 'Trux is not crazy.']",No,[],True,
