,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Each lempus is a vumpus. Grimpuses are large. Grimpuses are zumpus. Each grimpus is tall. Each lempus is large. Each vumpus is not tall. Vumpuses are fast. Rast is a lempus. Rast is a zumpus.

Question: Is Rast tall?

Answer: No


Impuses are crazy. Yumpuses are zumpus. Each vumpus is hungry. Impuses are vumpus. Each yumpus is not heavy. Vumpuses are heavy. Yumpuses are crazy. Grom is a impus. Grom is a zumpus.

Question: Is Grom heavy?

Answer: Yes


Wumpuses are fast. Numpuses are wumpus. Jompuses are heavy. Wumpuses are not hungry. Each jompus is a lorpus. Numpuses are heavy. Jompuses are not fast. Grom is a numpus. Grom is a lorpus.

Question: Is Grom fast?

Answer: Yes


Each zumpus is large. Yumpuses are not tall. Each yumpus is not large. Zumpuses are not happy. Each jompus is not tall. Yumpuses are lempus. Jompuses are zumpus. Wren is a lempus. Wren is a jompus.

Question: Is Wren large?

Answer: Yes


Lorpuses are not large. Each lorpus is a zumpus. Each tumpus is not large. Lorpuses are hungry. Sterpuses are not blonde. Sterpuses are not hungry. Each tumpus is a sterpus. Grom is a zumpus. Grom is a tumpus.

Question: Is Grom hungry?

Answer: No


Grimpuses are not crazy. Each vumpus is not crazy. Vumpuses are yumpus. Grimpuses are fast. Each yumpus is not blonde. Each yumpus is not fast. Each grimpus is a dumpus. Grom is a vumpus. Grom is a dumpus.

Question: Is Grom fast?
",No,"['Grom is a vumpus.', 'Each vumpus is a yumpus.', 'Grom is a yumpus.', 'Each yumpus is not fast.', 'Grom is not fast.']",Yes,[],False,True
1,"Answer Yes or No to the following question. Answer as in the examples.
Zumpuses are blonde. Each yumpus is happy. Dumpuses are jompus. Zumpuses are yumpus. Each dumpus is not large. Dumpuses are blonde. Each yumpus is large. Grom is a jompus. Grom is a zumpus.

Question: Is Grom large?

Answer: Yes


Shumpuses are dumpus. Gorpuses are not large. Each gorpus is a rompus. Each dumpus is large. Dumpuses are crazy. Each gorpus is happy. Each shumpus is happy. Rast is a shumpus. Rast is a rompus.

Question: Is Rast large?

Answer: Yes


Each vumpus is a brimpus. Each vumpus is not heavy. Yumpuses are not large. Each vumpus is not fast. Each yumpus is fast. Each numpus is a yumpus. Each numpus is not heavy. Trux is a numpus. Trux is a brimpus.

Question: Is Trux fast?

Answer: Yes


Each lorpus is not hungry. Each grimpus is a lorpus. Wumpuses are hungry. Each wumpus is a dumpus. Each lorpus is not tall. Wumpuses are not happy. Each grimpus is not happy. Rast is a dumpus. Rast is a grimpus.

Question: Is Rast hungry?

Answer: No


Jompuses are tumpus. Each impus is blonde. Each tumpus is not tall. Impuses are vumpus. Jompuses are blonde. Each tumpus is not hungry. Each impus is tall. Rast is a vumpus. Rast is a jompus.

Question: Is Rast tall?

Answer: No


Each jompus is a impus. Sterpuses are tall. Jompuses are not blonde. Each sterpus is not luminous. Lorpuses are sterpus. Each lorpus is not blonde. Each jompus is not tall. Wren is a impus. Wren is a lorpus.

Question: Is Wren tall?
",Yes,"['Wren is a lorpus.', 'Lorpuses are sterpus.', 'Wren is a sterpus.', 'Sterpuses are tall.', 'Wren is tall.']",No,[],False,True
2,"Answer Yes or No to the following question. Answer as in the examples.
Sterpuses are happy. Each sterpus is a impus. Each rompus is luminous. Each rompus is a dumpus. Impuses are crazy. Each rompus is happy. Impuses are not luminous. Jinx is a sterpus. Jinx is a dumpus.

Question: Is Jinx luminous?

Answer: No


Numpuses are hungry. Each numpus is not crazy. Grimpuses are crazy. Zumpuses are grimpus. Each numpus is a lempus. Each grimpus is not fast. Zumpuses are hungry. Trux is a zumpus. Trux is a lempus.

Question: Is Trux crazy?

Answer: Yes


Each sterpus is a brimpus. Each rompus is tall. Each rompus is crazy. Each brimpus is not large. Rompuses are vumpus. Brimpuses are not crazy. Sterpuses are tall. Grom is a vumpus. Grom is a sterpus.

Question: Is Grom crazy?

Answer: No


Each gorpus is a impus. Each gorpus is luminous. Each gorpus is not large. Grimpuses are large. Each tumpus is luminous. Each grimpus is not fast. Each tumpus is a grimpus. Jinx is a tumpus. Jinx is a impus.

Question: Is Jinx large?

Answer: Yes


Each grimpus is blonde. Jompuses are fast. Each grimpus is a jompus. Gorpuses are not fast. Each jompus is not hungry. Each gorpus is blonde. Each gorpus is a sterpus. Wren is a sterpus. Wren is a grimpus.

Question: Is Wren fast?

Answer: Yes


Each tumpus is a brimpus. Each wumpus is a shumpus. Tumpuses are not luminous. Each tumpus is hungry. Wumpuses are not luminous. Shumpuses are not hungry. Each shumpus is not happy. Rast is a wumpus. Rast is a brimpus.

Question: Is Rast hungry?
",No,"['Rast is a wumpus.', 'Each wumpus is a shumpus.', 'Rast is a shumpus.', 'Shumpuses are not hungry.', 'Rast is not hungry.']",Yes,[],False,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Gorpuses are not large. Each gorpus is not blonde. Tumpuses are blonde. Each tumpus is hungry. Each jompus is hungry. Each tumpus is a sterpus. Each jompus is a gorpus. Wren is a jompus. Wren is a sterpus.

Question: Is Wren blonde?

Answer: No


Shumpuses are zumpus. Each gorpus is not happy. Each shumpus is not happy. Each gorpus is a impus. Each impus is not heavy. Each shumpus is heavy. Impuses are fast. Rast is a zumpus. Rast is a gorpus.

Question: Is Rast heavy?

Answer: No


Each vumpus is a dumpus. Dumpuses are not happy. Each wumpus is happy. Each vumpus is blonde. Dumpuses are hungry. Wumpuses are zumpus. Wumpuses are blonde. Trux is a zumpus. Trux is a vumpus.

Question: Is Trux happy?

Answer: No


Wumpuses are tall. Each wumpus is a dumpus. Each rompus is crazy. Dumpuses are not heavy. Rompuses are tumpus. Each rompus is tall. Dumpuses are not crazy. Trux is a tumpus. Trux is a wumpus.

Question: Is Trux crazy?

Answer: No


Each jompus is tall. Each impus is a shumpus. Each impus is tall. Each shumpus is luminous. Each jompus is not happy. Shumpuses are happy. Each jompus is a wumpus. Rast is a wumpus. Rast is a impus.

Question: Is Rast happy?

Answer: Yes


Zumpuses are fast. Zumpuses are tumpus. Numpuses are not blonde. Zumpuses are blonde. Each numpus is heavy. Shumpuses are numpus. Shumpuses are fast. Rast is a shumpus. Rast is a tumpus.

Question: Is Rast blonde?
",No,"['Rast is a shumpus.', 'Shumpuses are numpus.', 'Rast is a numpus.', 'Each numpus is not blonde.', 'Rast is not blonde.']",No,[],True,True
4,"Answer Yes or No to the following question. Answer as in the examples.
Vumpuses are heavy. Each tumpus is not fast. Impuses are vumpus. Impuses are not fast. Each tumpus is not heavy. Each vumpus is not crazy. Each tumpus is a yumpus. Jinx is a yumpus. Jinx is a impus.

Question: Is Jinx heavy?

Answer: Yes


Shumpuses are heavy. Each shumpus is blonde. Shumpuses are numpus. Sterpuses are jompus. Each sterpus is blonde. Each jompus is not heavy. Each jompus is hungry. Jinx is a sterpus. Jinx is a numpus.

Question: Is Jinx heavy?

Answer: No


Each lempus is not large. Each dumpus is not heavy. Each lempus is a gorpus. Each gorpus is heavy. Dumpuses are not large. Gorpuses are not fast. Each dumpus is a vumpus. Jinx is a vumpus. Jinx is a lempus.

Question: Is Jinx heavy?

Answer: Yes


Each rompus is blonde. Each rompus is a grimpus. Each grimpus is fast. Dumpuses are shumpus. Each dumpus is not fast. Each dumpus is blonde. Each grimpus is not heavy. Grom is a shumpus. Grom is a rompus.

Question: Is Grom fast?

Answer: Yes


Shumpuses are fast. Tumpuses are jompus. Each shumpus is a wumpus. Wumpuses are luminous. Tumpuses are fast. Tumpuses are not hungry. Each wumpus is hungry. Jinx is a shumpus. Jinx is a jompus.

Question: Is Jinx hungry?

Answer: Yes


Each numpus is happy. Shumpuses are not luminous. Numpuses are sterpus. Shumpuses are wumpus. Wumpuses are not happy. Numpuses are not luminous. Wumpuses are fast. Rast is a shumpus. Rast is a sterpus.

Question: Is Rast happy?
",No,"['Rast is a shumpus.', 'Shumpuses are wumpus.', 'Rast is a wumpus.', 'Each wumpus is not happy.', 'Rast is not happy.']",No,[],True,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Each yumpus is not blonde. Yumpuses are lempus. Wumpuses are not crazy. Each zumpus is a wumpus. Each wumpus is fast. Each zumpus is not blonde. Yumpuses are crazy. Rast is a lempus. Rast is a zumpus.

Question: Is Rast crazy?

Answer: No


Each zumpus is a brimpus. Each lorpus is a vumpus. Each brimpus is happy. Each brimpus is large. Zumpuses are fast. Each lorpus is fast. Lorpuses are not happy. Grom is a zumpus. Grom is a vumpus.

Question: Is Grom happy?

Answer: Yes


Wumpuses are gorpus. Wumpuses are not crazy. Each wumpus is not blonde. Each grimpus is crazy. Each grimpus is not hungry. Vumpuses are grimpus. Each vumpus is not blonde. Jinx is a gorpus. Jinx is a vumpus.

Question: Is Jinx crazy?

Answer: Yes


Each brimpus is a zumpus. Each jompus is hungry. Each shumpus is a jompus. Shumpuses are not large. Jompuses are not crazy. Brimpuses are not large. Brimpuses are crazy. Grom is a shumpus. Grom is a zumpus.

Question: Is Grom crazy?

Answer: No


Shumpuses are not tall. Yumpuses are not happy. Yumpuses are lempus. Each rompus is a shumpus. Each shumpus is happy. Each yumpus is fast. Each rompus is fast. Trux is a rompus. Trux is a lempus.

Question: Is Trux happy?

Answer: Yes


Each sterpus is heavy. Sterpuses are happy. Shumpuses are not heavy. Each vumpus is a shumpus. Each vumpus is happy. Sterpuses are gorpus. Each shumpus is not luminous. Jinx is a vumpus. Jinx is a gorpus.

Question: Is Jinx heavy?
",No,"['Jinx is a vumpus.', 'Each vumpus is a shumpus.', 'Jinx is a shumpus.', 'Shumpuses are not heavy.', 'Jinx is not heavy.']",Yes,[],False,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Sterpuses are not large. Dumpuses are not heavy. Tumpuses are wumpus. Sterpuses are dumpus. Each tumpus is not large. Each tumpus is heavy. Dumpuses are hungry. Trux is a wumpus. Trux is a sterpus.

Question: Is Trux heavy?

Answer: No


Impuses are not luminous. Shumpuses are tall. Each shumpus is not hungry. Each jompus is a shumpus. Each impus is a lempus. Each jompus is not luminous. Impuses are hungry. Rast is a lempus. Rast is a jompus.

Question: Is Rast hungry?

Answer: No


Each brimpus is not crazy. Each vumpus is a wumpus. Each brimpus is a impus. Each vumpus is not crazy. Each vumpus is not hungry. Each impus is not happy. Impuses are hungry. Jinx is a wumpus. Jinx is a brimpus.

Question: Is Jinx hungry?

Answer: Yes


Gorpuses are wumpus. Gorpuses are not happy. Each numpus is not happy. Numpuses are jompus. Jompuses are not blonde. Each gorpus is not hungry. Each jompus is hungry. Grom is a wumpus. Grom is a numpus.

Question: Is Grom hungry?

Answer: Yes


Each brimpus is not large. Lempuses are not tall. Each lempus is a brimpus. Jompuses are not tall. Each brimpus is not luminous. Jompuses are dumpus. Each jompus is luminous. Rast is a dumpus. Rast is a lempus.

Question: Is Rast luminous?

Answer: No


Lempuses are gorpus. Vumpuses are tall. Each vumpus is a jompus. Each lempus is tall. Jompuses are crazy. Each lempus is not crazy. Jompuses are not blonde. Grom is a gorpus. Grom is a vumpus.

Question: Is Grom crazy?
",Yes,"['Grom is a vumpus.', 'Vumpuses are jompus.', 'Grom is a jompus.', 'Each jompus is crazy.', 'Grom is crazy.']",No,[],False,True
7,"Answer Yes or No to the following question. Answer as in the examples.
Each dumpus is not large. Each tumpus is not tall. Each lempus is not large. Each tumpus is not heavy. Lempuses are tumpus. Each dumpus is heavy. Each dumpus is a lorpus. Trux is a lempus. Trux is a lorpus.

Question: Is Trux heavy?

Answer: No


Each gorpus is a zumpus. Vumpuses are impus. Zumpuses are not large. Each vumpus is not happy. Each gorpus is not happy. Each vumpus is large. Zumpuses are not blonde. Trux is a gorpus. Trux is a impus.

Question: Is Trux large?

Answer: No


Sterpuses are zumpus. Wumpuses are not large. Zumpuses are large. Zumpuses are luminous. Each wumpus is hungry. Each sterpus is hungry. Each wumpus is a rompus. Jinx is a sterpus. Jinx is a rompus.

Question: Is Jinx large?

Answer: Yes


Numpuses are luminous. Each impus is not heavy. Zumpuses are not happy. Each numpus is a impus. Each impus is happy. Each zumpus is a rompus. Zumpuses are luminous. Jinx is a numpus. Jinx is a rompus.

Question: Is Jinx happy?

Answer: Yes


Each wumpus is a dumpus. Wumpuses are not crazy. Each gorpus is a rompus. Each gorpus is not crazy. Dumpuses are hungry. Dumpuses are heavy. Gorpuses are not heavy. Jinx is a wumpus. Jinx is a rompus.

Question: Is Jinx heavy?

Answer: Yes


Grimpuses are fast. Each impus is a dumpus. Each impus is not crazy. Each jompus is a grimpus. Each jompus is not crazy. Each impus is not fast. Grimpuses are tall. Jinx is a dumpus. Jinx is a jompus.

Question: Is Jinx fast?
",Yes,"['Jinx is a jompus.', 'Jompuses are grimpus.', 'Jinx is a grimpus.', 'Grimpuses are fast.', 'Jinx is fast.']",No,[],False,True
8,"Answer Yes or No to the following question. Answer as in the examples.
Vumpuses are not large. Each vumpus is fast. Each vumpus is a numpus. Impuses are blonde. Each impus is large. Each gorpus is a impus. Each gorpus is fast. Grom is a gorpus. Grom is a numpus.

Question: Is Grom large?

Answer: Yes


Lorpuses are tall. Numpuses are luminous. Each numpus is not happy. Lorpuses are not luminous. Each grimpus is not happy. Numpuses are yumpus. Grimpuses are lorpus. Trux is a grimpus. Trux is a yumpus.

Question: Is Trux luminous?

Answer: No


Each impus is a zumpus. Each impus is hungry. Each zumpus is crazy. Each dumpus is not crazy. Each dumpus is hungry. Each dumpus is a vumpus. Each zumpus is not blonde. Wren is a vumpus. Wren is a impus.

Question: Is Wren crazy?

Answer: Yes


Tumpuses are hungry. Numpuses are not large. Each yumpus is a tumpus. Numpuses are not hungry. Numpuses are brimpus. Tumpuses are not fast. Yumpuses are not large. Jinx is a brimpus. Jinx is a yumpus.

Question: Is Jinx hungry?

Answer: Yes


Each vumpus is a brimpus. Each numpus is crazy. Each vumpus is large. Each vumpus is not crazy. Each wumpus is a numpus. Wumpuses are large. Numpuses are not happy. Jinx is a wumpus. Jinx is a brimpus.

Question: Is Jinx crazy?

Answer: Yes


Jompuses are happy. Each numpus is a wumpus. Each numpus is happy. Wumpuses are not fast. Each jompus is fast. Each jompus is a grimpus. Each wumpus is hungry. Wren is a numpus. Wren is a grimpus.

Question: Is Wren fast?
",No,"['Wren is a numpus.', 'Each numpus is a wumpus.', 'Wren is a wumpus.', 'Each wumpus is not fast.', 'Wren is not fast.']",Yes,[],False,True
9,"Answer Yes or No to the following question. Answer as in the examples.
Each brimpus is a rompus. Dumpuses are fast. Each brimpus is luminous. Dumpuses are luminous. Each dumpus is a sterpus. Each rompus is blonde. Each rompus is not fast. Trux is a brimpus. Trux is a sterpus.

Question: Is Trux fast?

Answer: No


Each jompus is a lempus. Yumpuses are not large. Impuses are yumpus. Jompuses are crazy. Each jompus is not blonde. Yumpuses are not crazy. Impuses are not blonde. Rast is a impus. Rast is a lempus.

Question: Is Rast crazy?

Answer: No


Yumpuses are blonde. Jompuses are large. Yumpuses are grimpus. Jompuses are blonde. Jompuses are numpus. Grimpuses are not large. Grimpuses are heavy. Trux is a yumpus. Trux is a numpus.

Question: Is Trux large?

Answer: No


Each tumpus is a vumpus. Each tumpus is tall. Lempuses are not tall. Shumpuses are luminous. Each shumpus is a lempus. Tumpuses are luminous. Lempuses are heavy. Trux is a vumpus. Trux is a shumpus.

Question: Is Trux tall?

Answer: No


Lorpuses are not crazy. Wumpuses are not crazy. Each vumpus is fast. Each vumpus is luminous. Each wumpus is not luminous. Wumpuses are brimpus. Lorpuses are vumpus. Grom is a brimpus. Grom is a lorpus.

Question: Is Grom luminous?

Answer: Yes


Gorpuses are not luminous. Grimpuses are tumpus. Each tumpus is luminous. Grimpuses are not crazy. Each gorpus is not crazy. Tumpuses are not tall. Gorpuses are wumpus. Trux is a wumpus. Trux is a grimpus.

Question: Is Trux luminous?
",Yes,"['Trux is a grimpus.', 'Grimpuses are tumpus.', 'Trux is a tumpus.', 'Tumpuses are luminous.', 'Trux is luminous.']",Yes,[],True,True
