,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Sterpuses are tall. Each sterpus is a yumpus. Jompuses are not tall. Each vumpus is a jompus. Each jompus is luminous. Each vumpus is blonde. Sterpuses are blonde. Trux is a yumpus. Trux is a vumpus.

Question: Is Trux tall?

Answer: No


Each shumpus is not happy. Numpuses are large. Each shumpus is a numpus. Sterpuses are not tall. Each sterpus is not happy. Each sterpus is a vumpus. Numpuses are tall. Jinx is a vumpus. Jinx is a shumpus.

Question: Is Jinx tall?
",Yes,"['Jinx is a shumpus.', 'Each shumpus is a numpus.', 'Jinx is a numpus.', 'Each numpus is tall.', 'Jinx is tall.']",NaN,[],False,True
1,"Answer Yes or No to the following question. Answer as in the examples.
Tumpuses are lorpus. Each grimpus is not hungry. Lorpuses are not heavy. Each lorpus is not fast. Grimpuses are dumpus. Each grimpus is fast. Each tumpus is not hungry. Grom is a dumpus. Grom is a tumpus.

Question: Is Grom fast?

Answer: No


Each lempus is hungry. Each zumpus is a gorpus. Rompuses are not crazy. Each zumpus is not crazy. Each zumpus is not hungry. Each rompus is a lempus. Each lempus is happy. Jinx is a rompus. Jinx is a gorpus.

Question: Is Jinx hungry?
",Yes,"['Jinx is a rompus.', 'Rompuses are lempus.', 'Jinx is a lempus.', 'Lempuses are hungry.', 'Jinx is hungry.']",NaN,[],False,True
2,"Answer Yes or No to the following question. Answer as in the examples.
Each gorpus is not happy. Gorpuses are grimpus. Dumpuses are not heavy. Shumpuses are dumpus. Each dumpus is crazy. Each gorpus is heavy. Shumpuses are not happy. Rast is a shumpus. Rast is a grimpus.

Question: Is Rast heavy?

Answer: No


Yumpuses are luminous. Each dumpus is not luminous. Yumpuses are impus. Dumpuses are tall. Each wumpus is large. Yumpuses are large. Each wumpus is a dumpus. Rast is a impus. Rast is a wumpus.

Question: Is Rast luminous?
",No,"['Rast is a wumpus.', 'Wumpuses are dumpus.', 'Rast is a dumpus.', 'Dumpuses are not luminous.', 'Rast is not luminous.']",NaN,[],False,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Each grimpus is hungry. Each zumpus is a shumpus. Grimpuses are lempus. Each zumpus is hungry. Shumpuses are not blonde. Each grimpus is not tall. Shumpuses are tall. Wren is a lempus. Wren is a zumpus.

Question: Is Wren tall?

Answer: Yes


Rompuses are tall. Each vumpus is a jompus. Vumpuses are crazy. Impuses are rompus. Rompuses are not hungry. Each impus is crazy. Each vumpus is hungry. Rast is a jompus. Rast is a impus.

Question: Is Rast hungry?
",No,"['Rast is a impus.', 'Each impus is a rompus.', 'Rast is a rompus.', 'Each rompus is not hungry.', 'Rast is not hungry.']",Yes,[],False,True
4,"Answer Yes or No to the following question. Answer as in the examples.
Each impus is not crazy. Vumpuses are not fast. Each sterpus is not fast. Sterpuses are dumpus. Sterpuses are crazy. Vumpuses are impus. Impuses are hungry. Grom is a dumpus. Grom is a vumpus.

Question: Is Grom crazy?

Answer: No


Each dumpus is tall. Each zumpus is not hungry. Each jompus is a gorpus. Dumpuses are blonde. Jompuses are not hungry. Each jompus is not tall. Zumpuses are dumpus. Rast is a zumpus. Rast is a gorpus.

Question: Is Rast tall?
",Yes,"['Rast is a zumpus.', 'Zumpuses are dumpus.', 'Rast is a dumpus.', 'Dumpuses are tall.', 'Rast is tall.']",No,[],False,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Each lorpus is not tall. Each rompus is hungry. Lorpuses are rompus. Vumpuses are not tall. Each vumpus is blonde. Each rompus is not blonde. Each vumpus is a grimpus. Wren is a lorpus. Wren is a grimpus.

Question: Is Wren blonde?

Answer: No


Tumpuses are sterpus. Brimpuses are not blonde. Gorpuses are brimpus. Each brimpus is not crazy. Each tumpus is not heavy. Gorpuses are not heavy. Each tumpus is blonde. Grom is a sterpus. Grom is a gorpus.

Question: Is Grom blonde?
",No,"['Grom is a gorpus.', 'Each gorpus is a brimpus.', 'Grom is a brimpus.', 'Each brimpus is not blonde.', 'Grom is not blonde.']",NaN,[],False,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Each jompus is a gorpus. Gorpuses are not happy. Each wumpus is large. Gorpuses are not large. Each wumpus is not fast. Jompuses are not fast. Each wumpus is a grimpus. Trux is a jompus. Trux is a grimpus.

Question: Is Trux large?

Answer: No


Jompuses are not large. Sterpuses are yumpus. Each jompus is a impus. Each yumpus is not crazy. Each sterpus is not large. Jompuses are luminous. Each yumpus is not luminous. Rast is a sterpus. Rast is a impus.

Question: Is Rast luminous?
",No,"['Rast is a sterpus.', 'Sterpuses are yumpus.', 'Rast is a yumpus.', 'Yumpuses are not luminous.', 'Rast is not luminous.']",No,[],True,True
7,"Answer Yes or No to the following question. Answer as in the examples.
Gorpuses are dumpus. Impuses are tall. Lorpuses are heavy. Each lorpus is happy. Gorpuses are not heavy. Each gorpus is tall. Impuses are lorpus. Jinx is a dumpus. Jinx is a impus.

Question: Is Jinx heavy?

Answer: Yes


Gorpuses are hungry. Jompuses are sterpus. Each sterpus is luminous. Gorpuses are tumpus. Sterpuses are not hungry. Gorpuses are happy. Each jompus is happy. Wren is a tumpus. Wren is a jompus.

Question: Is Wren hungry?
",No,"['Wren is a jompus.', 'Each jompus is a sterpus.', 'Wren is a sterpus.', 'Each sterpus is not hungry.', 'Wren is not hungry.']",No,[],True,True
8,"Answer Yes or No to the following question. Answer as in the examples.
Each wumpus is a grimpus. Each dumpus is not luminous. Each lorpus is heavy. Each dumpus is a lorpus. Wumpuses are not luminous. Lorpuses are not tall. Each wumpus is tall. Jinx is a dumpus. Jinx is a grimpus.

Question: Is Jinx tall?

Answer: No


Each wumpus is happy. Each wumpus is luminous. Sterpuses are wumpus. Numpuses are not blonde. Each numpus is not luminous. Sterpuses are not blonde. Numpuses are lorpus. Wren is a lorpus. Wren is a sterpus.

Question: Is Wren luminous?
",Yes,"['Wren is a sterpus.', 'Each sterpus is a wumpus.', 'Wren is a wumpus.', 'Each wumpus is luminous.', 'Wren is luminous.']",Yes,[],True,True
9,"Answer Yes or No to the following question. Answer as in the examples.
Gorpuses are crazy. Each gorpus is a lempus. Each brimpus is a zumpus. Each brimpus is heavy. Each zumpus is not crazy. Gorpuses are heavy. Each zumpus is not happy. Trux is a brimpus. Trux is a lempus.

Question: Is Trux crazy?

Answer: No


Grimpuses are not crazy. Each zumpus is not luminous. Sterpuses are not luminous. Each zumpus is a tumpus. Zumpuses are crazy. Each grimpus is not tall. Each sterpus is a grimpus. Trux is a tumpus. Trux is a sterpus.

Question: Is Trux crazy?
",No,"['Trux is a sterpus.', 'Each sterpus is a grimpus.', 'Trux is a grimpus.', 'Grimpuses are not crazy.', 'Trux is not crazy.']",Yes,[],False,True
