,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Each jompus is a brimpus. Each dumpus is not blonde. Each brimpus is not hungry. Each dumpus is not luminous. Jompuses are blonde. Wren is a dumpus. Wren is a brimpus.

Question: Is Wren blonde?
Think step by step.

(1) Wren is a dumpus.
(2) Each dumpus is not blonde.
(3) Wren is not blonde.
Answer: No


Lempuses are not crazy. Grimpuses are crazy. Each grimpus is luminous. Lorpuses are not happy. Each lempus is a lorpus. Trux is a lorpus. Trux is a grimpus.

Question: Is Trux crazy?
Think step by step.
",Yes,"['Trux is a grimpus.', 'Each grimpus is crazy.', 'Trux is crazy.']",Yes,"['Trux is a lorpus.', 'Each lempus is a lorpus, but Lempuses are not crazy.', 'Trux is a grimpus.', 'Grimpuses are crazy.']",True,False
1,"Answer Yes or No to the following question. Answer as in the examples.
Lempuses are not luminous. Lempuses are hungry. Each dumpus is not crazy. Wumpuses are luminous. Wumpuses are dumpus. Jinx is a lempus. Jinx is a dumpus.

Question: Is Jinx luminous?
Think step by step.

(1) Jinx is a lempus.
(2) Each lempus is not luminous.
(3) Jinx is not luminous.
Answer: No


Each lorpus is not luminous. Each zumpus is not hungry. Zumpuses are tumpus. Each tumpus is not tall. Each lorpus is hungry. Trux is a tumpus. Trux is a lorpus.

Question: Is Trux hungry?
Think step by step.
",Yes,"['Trux is a lorpus.', 'Lorpuses are hungry.', 'Trux is hungry.']",Yes,"['Trux is a lorpus.', 'Each lorpus is hungry.', 'Trux is hungry.']",True,False
2,"Answer Yes or No to the following question. Answer as in the examples.
Each tumpus is not large. Each vumpus is not happy. Each tumpus is a vumpus. Numpuses are not hungry. Each numpus is large. Grom is a numpus. Grom is a vumpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a numpus.
(2) Numpuses are large.
(3) Grom is large.
Answer: Yes


Lorpuses are tall. Each vumpus is a lempus. Lorpuses are not large. Lempuses are blonde. Vumpuses are not tall. Rast is a lorpus. Rast is a lempus.

Question: Is Rast tall?
Think step by step.
",Yes,"['Rast is a lorpus.', 'Lorpuses are tall.', 'Rast is tall.']",Yes,"['Rast is a lorpus.', 'Lorpuses are tall.', 'Rast is tall.']",True,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Each dumpus is not blonde. Each lorpus is not happy. Each dumpus is not heavy. Vumpuses are lorpus. Each vumpus is heavy. Rast is a lorpus. Rast is a dumpus.

Question: Is Rast heavy?
Think step by step.

(1) Rast is a dumpus.
(2) Each dumpus is not heavy.
(3) Rast is not heavy.
Answer: No


Each impus is hungry. Each grimpus is tall. Impuses are vumpus. Grimpuses are not hungry. Each vumpus is crazy. Wren is a vumpus. Wren is a grimpus.

Question: Is Wren hungry?
Think step by step.
",No,"['Wren is a grimpus.', 'Each grimpus is not hungry.', 'Wren is not hungry.']",No,"['Wren is a grimpus.', 'Grimpuses are not hungry.', 'Wren is not hungry.']",True,False
4,"Answer Yes or No to the following question. Answer as in the examples.
Each shumpus is a dumpus. Wumpuses are hungry. Each shumpus is not hungry. Wumpuses are not large. Each dumpus is blonde. Grom is a wumpus. Grom is a dumpus.

Question: Is Grom hungry?
Think step by step.

(1) Grom is a wumpus.
(2) Each wumpus is hungry.
(3) Grom is hungry.
Answer: Yes


Each grimpus is not tall. Each numpus is a grimpus. Each gorpus is hungry. Numpuses are luminous. Each gorpus is not luminous. Wren is a gorpus. Wren is a grimpus.

Question: Is Wren luminous?
Think step by step.
",No,"['Wren is a gorpus.', 'Each gorpus is not luminous.', 'Wren is not luminous.']",NaN,"['Wren is a gorpus.', 'Each gorpus is not luminous.', 'Wren is not luminous.', 'Wren is a grimpus.', 'Each numpus is a grimpus.', 'Numpuses are luminous.', 'Wren is a numpus (not explicitly stated, but implied by 4 and 5).', 'Wren is luminous (contradicts 3).']",False,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Each numpus is luminous. Brimpuses are not luminous. Each lempus is not happy. Each brimpus is not blonde. Each numpus is a lempus. Rast is a lempus. Rast is a brimpus.

Question: Is Rast luminous?
Think step by step.

(1) Rast is a brimpus.
(2) Brimpuses are not luminous.
(3) Rast is not luminous.
Answer: No


Lorpuses are grimpus. Each lorpus is large. Dumpuses are not crazy. Grimpuses are happy. Each dumpus is not large. Wren is a grimpus. Wren is a dumpus.

Question: Is Wren large?
Think step by step.
",No,"['Wren is a dumpus.', 'Each dumpus is not large.', 'Wren is not large.']",No,"['Wren is a dumpus.', 'Each dumpus is not large.', 'Wren is not large.']",True,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Each jompus is fast. Wumpuses are not luminous. Wumpuses are not happy. Each rompus is a jompus. Rompuses are luminous. Jinx is a jompus. Jinx is a wumpus.

Question: Is Jinx luminous?
Think step by step.

(1) Jinx is a wumpus.
(2) Wumpuses are not luminous.
(3) Jinx is not luminous.
Answer: No


Brimpuses are not fast. Each jompus is a numpus. Each numpus is not hungry. Brimpuses are not blonde. Each jompus is blonde. Wren is a numpus. Wren is a brimpus.

Question: Is Wren blonde?
Think step by step.
",No,"['Wren is a brimpus.', 'Each brimpus is not blonde.', 'Wren is not blonde.']",Yes,"['Wren is a brimpus.', 'Brimpuses are not blonde.', 'But Wren is also a numpus (since Wren is a numpus).', 'Each jompus is blonde, and each jompus is a numpus (since each jompus is a numpus).', 'So, Wren, being a numpus, is blonde.']",False,False
7,"Answer Yes or No to the following question. Answer as in the examples.
Each shumpus is not fast. Each sterpus is a wumpus. Wumpuses are luminous. Sterpuses are heavy. Each shumpus is not heavy. Grom is a wumpus. Grom is a shumpus.

Question: Is Grom heavy?
Think step by step.

(1) Grom is a shumpus.
(2) Shumpuses are not heavy.
(3) Grom is not heavy.
Answer: No


Dumpuses are not heavy. Zumpuses are heavy. Zumpuses are happy. Each sterpus is not fast. Each dumpus is a sterpus. Wren is a zumpus. Wren is a sterpus.

Question: Is Wren heavy?
Think step by step.
",Yes,"['Wren is a zumpus.', 'Each zumpus is heavy.', 'Wren is heavy.']",No,"['Wren is a sterpus.', 'Each dumpus is a sterpus, so Wren is a dumpus.', 'Dumpuses are not heavy.', 'Wren is a dumpus, so Wren is not heavy.']",False,False
8,"Answer Yes or No to the following question. Answer as in the examples.
Zumpuses are not large. Each dumpus is a yumpus. Yumpuses are not blonde. Dumpuses are luminous. Each zumpus is not luminous. Grom is a yumpus. Grom is a zumpus.

Question: Is Grom luminous?
Think step by step.

(1) Grom is a zumpus.
(2) Each zumpus is not luminous.
(3) Grom is not luminous.
Answer: No


Each wumpus is hungry. Each wumpus is not heavy. Lorpuses are not hungry. Each lorpus is a yumpus. Yumpuses are not fast. Wren is a yumpus. Wren is a wumpus.

Question: Is Wren hungry?
Think step by step.
",Yes,"['Wren is a wumpus.', 'Each wumpus is hungry.', 'Wren is hungry.']",Yes,"['Wren is a yumpus.', 'Each lorpus is a yumpus. (not relevant to Wren, so ignore)', 'Lorpuses are not hungry. (not relevant to Wren, so ignore)', ""Yumpuses are not fast. (not relevant to Wren's hunger, so ignore)"", 'Wren is a wumpus.', 'Each wumpus is hungry.', 'Wren is hungry.']",True,False
9,"Answer Yes or No to the following question. Answer as in the examples.
Lempuses are not blonde. Wumpuses are blonde. Lempuses are grimpus. Grimpuses are happy. Each wumpus is not tall. Trux is a wumpus. Trux is a grimpus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a wumpus.
(2) Wumpuses are blonde.
(3) Trux is blonde.
Answer: Yes


Grimpuses are impus. Each gorpus is not blonde. Gorpuses are tall. Each grimpus is not tall. Each impus is not heavy. Rast is a impus. Rast is a gorpus.

Question: Is Rast tall?
Think step by step.
",Yes,"['Rast is a gorpus.', 'Gorpuses are tall.', 'Rast is tall.']",No,"['Rast is a impus.', 'Grimpuses are impus.', 'Rast is a grimpus (from 1 and 2).', 'Each grimpus is not tall.', 'Rast is not tall (from 3 and 4).']",False,False
