,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Dumpuses are heavy. Sterpuses are tall. Sterpuses are wumpus. Gorpuses are crazy. Each sterpus is heavy. Each dumpus is a gorpus. Each gorpus is not tall. Jinx is a dumpus. Jinx is a wumpus.

Question: Is Jinx tall?

Answer: No


Each gorpus is blonde. Gorpuses are sterpus. Each gorpus is not hungry. Lempuses are happy. Each grimpus is a lempus. Grimpuses are not hungry. Each lempus is not blonde. Rast is a sterpus. Rast is a grimpus.

Question: Is Rast blonde?

Answer: No


Each gorpus is not blonde. Each brimpus is crazy. Each gorpus is not hungry. Lorpuses are not blonde. Lorpuses are brimpus. Brimpuses are hungry. Gorpuses are vumpus. Grom is a lorpus. Grom is a vumpus.

Question: Is Grom hungry?

Answer: Yes


Grimpuses are not happy. Each shumpus is not large. Grimpuses are shumpus. Each shumpus is not hungry. Each gorpus is a impus. Each gorpus is not happy. Gorpuses are hungry. Trux is a impus. Trux is a grimpus.

Question: Is Trux hungry?

Answer: No


Gorpuses are not tall. Each gorpus is happy. Shumpuses are lempus. Each tumpus is luminous. Each shumpus is tall. Shumpuses are luminous. Each tumpus is a gorpus. Rast is a lempus. Rast is a tumpus.

Question: Is Rast tall?

Answer: No


Gorpuses are not crazy. Each lorpus is fast. Each gorpus is a lorpus. Each jompus is not crazy. Each lorpus is not happy. Jompuses are brimpus. Each jompus is not fast. Jinx is a gorpus. Jinx is a brimpus.

Question: Is Jinx fast?
",Yes,"['Jinx is a gorpus.', 'Each gorpus is a lorpus.', 'Jinx is a lorpus.', 'Each lorpus is fast.', 'Jinx is fast.']",No,[],False,True
1,"Answer Yes or No to the following question. Answer as in the examples.
Each grimpus is tall. Each grimpus is not luminous. Vumpuses are fast. Jompuses are gorpus. Each jompus is fast. Jompuses are luminous. Vumpuses are grimpus. Grom is a vumpus. Grom is a gorpus.

Question: Is Grom luminous?

Answer: No


Each gorpus is a impus. Jompuses are fast. Gorpuses are blonde. Jompuses are not blonde. Sterpuses are jompus. Sterpuses are happy. Gorpuses are happy. Grom is a sterpus. Grom is a impus.

Question: Is Grom blonde?

Answer: No


Tumpuses are not happy. Each wumpus is luminous. Each wumpus is not happy. Each tumpus is a sterpus. Each wumpus is a dumpus. Each sterpus is large. Sterpuses are not luminous. Jinx is a dumpus. Jinx is a tumpus.

Question: Is Jinx luminous?

Answer: No


Each dumpus is a jompus. Impuses are tall. Lorpuses are luminous. Dumpuses are tall. Dumpuses are fast. Impuses are lorpus. Each lorpus is not fast. Trux is a impus. Trux is a jompus.

Question: Is Trux fast?

Answer: No


Tumpuses are tall. Each tumpus is luminous. Sterpuses are tumpus. Sterpuses are not hungry. Yumpuses are not hungry. Each yumpus is not tall. Each yumpus is a brimpus. Grom is a brimpus. Grom is a sterpus.

Question: Is Grom tall?

Answer: Yes


Zumpuses are not heavy. Jompuses are heavy. Each gorpus is fast. Jompuses are tumpus. Jompuses are fast. Each zumpus is crazy. Gorpuses are zumpus. Rast is a tumpus. Rast is a gorpus.

Question: Is Rast heavy?
",No,"['Rast is a gorpus.', 'Each gorpus is a zumpus.', 'Rast is a zumpus.', 'Each zumpus is not heavy.', 'Rast is not heavy.']",Yes,[],False,True
2,"Answer Yes or No to the following question. Answer as in the examples.
Each zumpus is a lorpus. Grimpuses are fast. Zumpuses are fast. Each zumpus is not large. Each dumpus is blonde. Each dumpus is large. Grimpuses are dumpus. Rast is a grimpus. Rast is a lorpus.

Question: Is Rast large?

Answer: Yes


Tumpuses are crazy. Brimpuses are large. Brimpuses are crazy. Yumpuses are not large. Each brimpus is a lorpus. Yumpuses are blonde. Each tumpus is a yumpus. Trux is a lorpus. Trux is a tumpus.

Question: Is Trux large?

Answer: No


Each rompus is not large. Rompuses are tumpus. Yumpuses are not large. Each yumpus is hungry. Each tumpus is not hungry. Yumpuses are sterpus. Each tumpus is not fast. Rast is a rompus. Rast is a sterpus.

Question: Is Rast hungry?

Answer: No


Each sterpus is not tall. Grimpuses are not happy. Each sterpus is not luminous. Tumpuses are sterpus. Grimpuses are tall. Each grimpus is a gorpus. Each tumpus is not happy. Grom is a tumpus. Grom is a gorpus.

Question: Is Grom tall?

Answer: No


Rompuses are not happy. Rompuses are not blonde. Wumpuses are shumpus. Each shumpus is luminous. Each shumpus is blonde. Each wumpus is not happy. Each rompus is a impus. Wren is a wumpus. Wren is a impus.

Question: Is Wren blonde?

Answer: Yes


Brimpuses are happy. Brimpuses are heavy. Zumpuses are large. Each sterpus is heavy. Brimpuses are lorpus. Sterpuses are zumpus. Each zumpus is not happy. Rast is a sterpus. Rast is a lorpus.

Question: Is Rast happy?
",No,"['Rast is a sterpus.', 'Each sterpus is a zumpus.', 'Rast is a zumpus.', 'Zumpuses are not happy.', 'Rast is not happy.']",No,[],True,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Each numpus is heavy. Each dumpus is a grimpus. Numpuses are hungry. Numpuses are jompus. Each grimpus is not heavy. Each dumpus is hungry. Each grimpus is crazy. Jinx is a dumpus. Jinx is a jompus.

Question: Is Jinx heavy?

Answer: No


Each brimpus is blonde. Each sterpus is a brimpus. Each lempus is not blonde. Brimpuses are not hungry. Each lempus is a impus. Each lempus is not fast. Each sterpus is not fast. Trux is a impus. Trux is a sterpus.

Question: Is Trux blonde?

Answer: Yes


Lempuses are large. Each impus is crazy. Each yumpus is large. Lempuses are not crazy. Each impus is not happy. Each yumpus is a impus. Each lempus is a grimpus. Jinx is a grimpus. Jinx is a yumpus.

Question: Is Jinx crazy?

Answer: Yes


Sterpuses are not crazy. Each sterpus is a numpus. Each wumpus is not large. Jompuses are not crazy. Each jompus is a wumpus. Wumpuses are not happy. Each sterpus is large. Jinx is a numpus. Jinx is a jompus.

Question: Is Jinx large?

Answer: No


Each impus is not fast. Each zumpus is a sterpus. Each impus is not hungry. Each lempus is a impus. Zumpuses are luminous. Each lempus is luminous. Zumpuses are hungry. Rast is a lempus. Rast is a sterpus.

Question: Is Rast hungry?

Answer: No


Each numpus is luminous. Each yumpus is not hungry. Each numpus is a grimpus. Each numpus is hungry. Lempuses are luminous. Lempuses are yumpus. Yumpuses are not tall. Jinx is a lempus. Jinx is a grimpus.

Question: Is Jinx hungry?
",No,"['Jinx is a lempus.', 'Lempuses are yumpus.', 'Jinx is a yumpus.', 'Each yumpus is not hungry.', 'Jinx is not hungry.']",Yes,[],False,True
4,"Answer Yes or No to the following question. Answer as in the examples.
Tumpuses are sterpus. Each impus is not happy. Each jompus is not tall. Each tumpus is happy. Jompuses are impus. Impuses are luminous. Each tumpus is not tall. Trux is a jompus. Trux is a sterpus.

Question: Is Trux happy?

Answer: No


Each grimpus is a yumpus. Shumpuses are heavy. Grimpuses are not heavy. Each grimpus is not fast. Zumpuses are shumpus. Each zumpus is not fast. Shumpuses are not luminous. Jinx is a yumpus. Jinx is a zumpus.

Question: Is Jinx heavy?

Answer: Yes


Each grimpus is a sterpus. Grimpuses are not hungry. Sterpuses are luminous. Numpuses are not hungry. Numpuses are jompus. Each sterpus is tall. Numpuses are not tall. Wren is a grimpus. Wren is a jompus.

Question: Is Wren tall?

Answer: Yes


Each dumpus is tall. Each lempus is large. Dumpuses are not heavy. Vumpuses are large. Lempuses are numpus. Lempuses are not tall. Each vumpus is a dumpus. Wren is a vumpus. Wren is a numpus.

Question: Is Wren tall?

Answer: Yes


Shumpuses are luminous. Gorpuses are dumpus. Each brimpus is not tall. Each gorpus is tall. Each gorpus is luminous. Brimpuses are not happy. Shumpuses are brimpus. Grom is a dumpus. Grom is a shumpus.

Question: Is Grom tall?

Answer: No


Vumpuses are crazy. Yumpuses are vumpus. Vumpuses are luminous. Wumpuses are not crazy. Wumpuses are large. Each yumpus is large. Wumpuses are lorpus. Rast is a lorpus. Rast is a yumpus.

Question: Is Rast crazy?
",Yes,"['Rast is a yumpus.', 'Each yumpus is a vumpus.', 'Rast is a vumpus.', 'Vumpuses are crazy.', 'Rast is crazy.']",Yes,[],True,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Wumpuses are luminous. Wumpuses are yumpus. Each tumpus is not luminous. Each tumpus is hungry. Each wumpus is not crazy. Gorpuses are tumpus. Gorpuses are not crazy. Grom is a yumpus. Grom is a gorpus.

Question: Is Grom luminous?

Answer: No


Lempuses are vumpus. Each vumpus is not blonde. Each tumpus is a yumpus. Each vumpus is not heavy. Lempuses are not fast. Each tumpus is blonde. Each tumpus is not fast. Trux is a yumpus. Trux is a lempus.

Question: Is Trux blonde?

Answer: No


Each dumpus is a tumpus. Dumpuses are luminous. Each rompus is not happy. Each gorpus is a rompus. Each rompus is not luminous. Each gorpus is large. Each dumpus is large. Trux is a gorpus. Trux is a tumpus.

Question: Is Trux luminous?

Answer: No


Each grimpus is not fast. Each tumpus is not blonde. Lempuses are not fast. Each tumpus is happy. Each lempus is blonde. Each grimpus is a tumpus. Lempuses are dumpus. Rast is a grimpus. Rast is a dumpus.

Question: Is Rast blonde?

Answer: No


Yumpuses are not happy. Each tumpus is happy. Zumpuses are tumpus. Yumpuses are jompus. Zumpuses are hungry. Yumpuses are hungry. Tumpuses are large. Wren is a zumpus. Wren is a jompus.

Question: Is Wren happy?

Answer: Yes


Each brimpus is a grimpus. Each brimpus is not heavy. Yumpuses are not heavy. Grimpuses are not crazy. Each grimpus is fast. Yumpuses are lempus. Each yumpus is crazy. Grom is a brimpus. Grom is a lempus.

Question: Is Grom crazy?
",No,"['Grom is a brimpus.', 'Brimpuses are grimpus.', 'Grom is a grimpus.', 'Grimpuses are not crazy.', 'Grom is not crazy.']",Yes,[],False,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Each dumpus is not large. Wumpuses are not crazy. Dumpuses are blonde. Each wumpus is not blonde. Each wumpus is a brimpus. Zumpuses are dumpus. Zumpuses are not crazy. Jinx is a brimpus. Jinx is a zumpus.

Question: Is Jinx blonde?

Answer: Yes


Each dumpus is a vumpus. Grimpuses are hungry. Each grimpus is fast. Each grimpus is a wumpus. Each vumpus is not luminous. Dumpuses are hungry. Vumpuses are not fast. Jinx is a dumpus. Jinx is a wumpus.

Question: Is Jinx fast?

Answer: No


Each shumpus is not blonde. Lorpuses are not hungry. Shumpuses are jompus. Sterpuses are blonde. Each sterpus is not fast. Each lorpus is a sterpus. Each shumpus is not hungry. Trux is a lorpus. Trux is a jompus.

Question: Is Trux blonde?

Answer: Yes


Shumpuses are tumpus. Lempuses are hungry. Each shumpus is hungry. Shumpuses are tall. Yumpuses are happy. Each yumpus is not tall. Each lempus is a yumpus. Jinx is a lempus. Jinx is a tumpus.

Question: Is Jinx tall?

Answer: No


Each brimpus is heavy. Each brimpus is a yumpus. Each vumpus is tall. Impuses are vumpus. Brimpuses are crazy. Each vumpus is not heavy. Impuses are crazy. Trux is a impus. Trux is a yumpus.

Question: Is Trux heavy?

Answer: No


Each shumpus is a dumpus. Each shumpus is happy. Each jompus is not happy. Each shumpus is luminous. Brimpuses are jompus. Jompuses are not heavy. Brimpuses are luminous. Trux is a brimpus. Trux is a dumpus.

Question: Is Trux happy?
",No,"['Trux is a brimpus.', 'Brimpuses are jompus.', 'Trux is a jompus.', 'Each jompus is not happy.', 'Trux is not happy.']",Yes,[],False,True
7,"Answer Yes or No to the following question. Answer as in the examples.
Each lorpus is hungry. Each numpus is not hungry. Shumpuses are lorpus. Each lorpus is not heavy. Numpuses are happy. Numpuses are lempus. Each shumpus is happy. Trux is a lempus. Trux is a shumpus.

Question: Is Trux hungry?

Answer: Yes


Each wumpus is happy. Each wumpus is a zumpus. Grimpuses are not blonde. Each grimpus is happy. Zumpuses are blonde. Grimpuses are lorpus. Each zumpus is not tall. Wren is a wumpus. Wren is a lorpus.

Question: Is Wren blonde?

Answer: Yes


Tumpuses are gorpus. Each tumpus is happy. Rompuses are numpus. Each numpus is tall. Each tumpus is not tall. Rompuses are happy. Each numpus is heavy. Wren is a rompus. Wren is a gorpus.

Question: Is Wren tall?

Answer: Yes


Each yumpus is not large. Each grimpus is not luminous. Each grimpus is a gorpus. Zumpuses are not luminous. Yumpuses are crazy. Each grimpus is large. Each zumpus is a yumpus. Grom is a zumpus. Grom is a gorpus.

Question: Is Grom large?

Answer: No


Brimpuses are not hungry. Sterpuses are not hungry. Brimpuses are rompus. Each sterpus is a tumpus. Each rompus is not large. Sterpuses are large. Rompuses are happy. Trux is a tumpus. Trux is a brimpus.

Question: Is Trux large?

Answer: No


Each jompus is large. Each gorpus is large. Each gorpus is a wumpus. Each jompus is heavy. Wumpuses are not heavy. Jompuses are grimpus. Wumpuses are hungry. Jinx is a gorpus. Jinx is a grimpus.

Question: Is Jinx heavy?
",No,"['Jinx is a gorpus.', 'Each gorpus is a wumpus.', 'Jinx is a wumpus.', 'Each wumpus is not heavy.', 'Jinx is not heavy.']",Yes,[],False,True
8,"Answer Yes or No to the following question. Answer as in the examples.
Each wumpus is crazy. Zumpuses are wumpus. Tumpuses are grimpus. Wumpuses are happy. Zumpuses are large. Tumpuses are large. Tumpuses are not happy. Trux is a zumpus. Trux is a grimpus.

Question: Is Trux happy?

Answer: Yes


Gorpuses are tall. Each numpus is a grimpus. Tumpuses are not happy. Each tumpus is not hungry. Numpuses are happy. Numpuses are tall. Gorpuses are tumpus. Jinx is a gorpus. Jinx is a grimpus.

Question: Is Jinx happy?

Answer: No


Each brimpus is a jompus. Brimpuses are not heavy. Dumpuses are not heavy. Lorpuses are large. Brimpuses are hungry. Lorpuses are not hungry. Dumpuses are lorpus. Wren is a dumpus. Wren is a jompus.

Question: Is Wren hungry?

Answer: No


Each wumpus is a vumpus. Shumpuses are happy. Vumpuses are not large. Each shumpus is large. Vumpuses are fast. Each shumpus is a yumpus. Wumpuses are happy. Rast is a yumpus. Rast is a wumpus.

Question: Is Rast large?

Answer: No


Each shumpus is a vumpus. Each tumpus is blonde. Shumpuses are not blonde. Shumpuses are happy. Numpuses are tumpus. Each tumpus is not hungry. Numpuses are happy. Jinx is a vumpus. Jinx is a numpus.

Question: Is Jinx blonde?

Answer: Yes


Zumpuses are gorpus. Each gorpus is not hungry. Each lempus is a shumpus. Zumpuses are not heavy. Each lempus is hungry. Each gorpus is not luminous. Each lempus is not heavy. Trux is a shumpus. Trux is a zumpus.

Question: Is Trux hungry?
",No,"['Trux is a zumpus.', 'Each zumpus is a gorpus.', 'Trux is a gorpus.', 'Each gorpus is not hungry.', 'Trux is not hungry.']",Yes,[],False,True
9,"Answer Yes or No to the following question. Answer as in the examples.
Sterpuses are impus. Each numpus is a tumpus. Each sterpus is not fast. Each tumpus is crazy. Each tumpus is fast. Each sterpus is not luminous. Numpuses are not luminous. Grom is a impus. Grom is a numpus.

Question: Is Grom fast?

Answer: Yes


Tumpuses are tall. Sterpuses are not tall. Each tumpus is not heavy. Each sterpus is fast. Each brimpus is fast. Each sterpus is a wumpus. Each brimpus is a tumpus. Rast is a wumpus. Rast is a brimpus.

Question: Is Rast tall?

Answer: Yes


Grimpuses are blonde. Each wumpus is luminous. Numpuses are blonde. Wumpuses are not happy. Each grimpus is a wumpus. Numpuses are not luminous. Numpuses are lorpus. Rast is a lorpus. Rast is a grimpus.

Question: Is Rast luminous?

Answer: Yes


Each jompus is a yumpus. Each tumpus is large. Jompuses are not fast. Zumpuses are not fast. Each zumpus is a tumpus. Jompuses are not large. Each tumpus is not happy. Jinx is a zumpus. Jinx is a yumpus.

Question: Is Jinx large?

Answer: Yes


Each lempus is fast. Shumpuses are hungry. Shumpuses are yumpus. Numpuses are lempus. Each shumpus is happy. Numpuses are hungry. Lempuses are not happy. Rast is a yumpus. Rast is a numpus.

Question: Is Rast happy?

Answer: No


Each impus is not fast. Numpuses are sterpus. Impuses are not blonde. Numpuses are not fast. Sterpuses are not crazy. Each sterpus is blonde. Each impus is a grimpus. Trux is a numpus. Trux is a grimpus.

Question: Is Trux blonde?
",Yes,"['Trux is a numpus.', 'Numpuses are sterpus.', 'Trux is a sterpus.', 'Sterpuses are blonde.', 'Trux is blonde.']",Yes,[],True,True
