,prompt,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
0,"Answer Yes or No to the following question. Answer as in the examples.
Each jompus is not luminous. Each wumpus is hungry. Each jompus is happy. Tumpuses are wumpus. Each tumpus is luminous. Trux is a jompus. Trux is a wumpus.

Question: Is Trux luminous?
Think step by step.

(1) Trux is a jompus.
(2) Jompuses are not luminous.
(3) Trux is not luminous.
Answer: No


Yumpuses are not heavy. Numpuses are not hungry. Shumpuses are not happy. Each shumpus is hungry. Numpuses are yumpus. Wren is a shumpus. Wren is a yumpus.

Question: Is Wren hungry?
Think step by step.

(1) Wren is a shumpus.
(2) Shumpuses are hungry.
(3) Wren is hungry.
Answer: Yes


Each lorpus is tall. Each sterpus is not blonde. Numpuses are lorpus. Sterpuses are large. Numpuses are blonde. Rast is a sterpus. Rast is a lorpus.

Question: Is Rast blonde?
Think step by step.

(1) Rast is a sterpus.
(2) Each sterpus is not blonde.
(3) Rast is not blonde.
Answer: No


Gorpuses are not heavy. Each gorpus is not happy. Zumpuses are tall. Each dumpus is heavy. Each dumpus is a zumpus. Jinx is a zumpus. Jinx is a gorpus.

Question: Is Jinx heavy?
Think step by step.

(1) Jinx is a gorpus.
(2) Each gorpus is not heavy.
(3) Jinx is not heavy.
Answer: No


Gorpuses are not fast. Each gorpus is large. Zumpuses are not crazy. Each wumpus is a zumpus. Wumpuses are not large. Rast is a zumpus. Rast is a gorpus.

Question: Is Rast large?
Think step by step.

(1) Rast is a gorpus.
(2) Each gorpus is large.
(3) Rast is large.
Answer: Yes


Tumpuses are not large. Each impus is a yumpus. Tumpuses are not luminous. Yumpuses are fast. Impuses are luminous. Trux is a yumpus. Trux is a tumpus.

Question: Is Trux luminous?
Think step by step.
",No,"['Trux is a tumpus.', 'Tumpuses are not luminous.', 'Trux is not luminous.']",No,"['Trux is a tumpus.', 'Tumpuses are not luminous.', 'Trux is not luminous.', 'Trux is a yumpus.', 'Impuses are luminous, but Trux is not an impus.', 'There is no direct connection between yumpus and luminous.']",True,True
1,"Answer Yes or No to the following question. Answer as in the examples.
Brimpuses are not tall. Each impus is not large. Each brimpus is a impus. Each shumpus is not crazy. Shumpuses are tall. Trux is a shumpus. Trux is a impus.

Question: Is Trux tall?
Think step by step.

(1) Trux is a shumpus.
(2) Each shumpus is tall.
(3) Trux is tall.
Answer: Yes


Rompuses are not fast. Shumpuses are not large. Yumpuses are large. Each shumpus is a rompus. Each yumpus is happy. Grom is a rompus. Grom is a yumpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a yumpus.
(2) Each yumpus is large.
(3) Grom is large.
Answer: Yes


Yumpuses are not large. Vumpuses are wumpus. Yumpuses are hungry. Each wumpus is fast. Each vumpus is large. Grom is a wumpus. Grom is a yumpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a yumpus.
(2) Each yumpus is not large.
(3) Grom is not large.
Answer: No


Jompuses are tall. Each grimpus is a gorpus. Each gorpus is crazy. Grimpuses are not tall. Each jompus is blonde. Wren is a gorpus. Wren is a jompus.

Question: Is Wren tall?
Think step by step.

(1) Wren is a jompus.
(2) Jompuses are tall.
(3) Wren is tall.
Answer: Yes


Each sterpus is blonde. Each vumpus is not crazy. Each sterpus is not tall. Wumpuses are tall. Each wumpus is a vumpus. Rast is a sterpus. Rast is a vumpus.

Question: Is Rast tall?
Think step by step.

(1) Rast is a sterpus.
(2) Sterpuses are not tall.
(3) Rast is not tall.
Answer: No


Each dumpus is not hungry. Each dumpus is a vumpus. Each numpus is fast. Each vumpus is large. Each numpus is hungry. Grom is a vumpus. Grom is a numpus.

Question: Is Grom hungry?
Think step by step.
",Yes,"['Grom is a numpus.', 'Each numpus is hungry.', 'Grom is hungry.']",Yes,"['Grom is a numpus.', 'Each numpus is hungry.', 'Grom is hungry.']",True,True
2,"Answer Yes or No to the following question. Answer as in the examples.
Tumpuses are brimpus. Each brimpus is not luminous. Each tumpus is crazy. Each grimpus is not crazy. Each grimpus is not large. Rast is a grimpus. Rast is a brimpus.

Question: Is Rast crazy?
Think step by step.

(1) Rast is a grimpus.
(2) Grimpuses are not crazy.
(3) Rast is not crazy.
Answer: No


Each gorpus is a impus. Rompuses are blonde. Each impus is not crazy. Each rompus is fast. Each gorpus is not fast. Trux is a impus. Trux is a rompus.

Question: Is Trux fast?
Think step by step.

(1) Trux is a rompus.
(2) Each rompus is fast.
(3) Trux is fast.
Answer: Yes


Dumpuses are not fast. Each lorpus is large. Each lorpus is crazy. Each grimpus is a dumpus. Grimpuses are not crazy. Grom is a dumpus. Grom is a lorpus.

Question: Is Grom crazy?
Think step by step.

(1) Grom is a lorpus.
(2) Lorpuses are crazy.
(3) Grom is crazy.
Answer: Yes


Rompuses are dumpus. Vumpuses are not large. Each rompus is large. Vumpuses are not blonde. Dumpuses are heavy. Wren is a dumpus. Wren is a vumpus.

Question: Is Wren large?
Think step by step.

(1) Wren is a vumpus.
(2) Vumpuses are not large.
(3) Wren is not large.
Answer: No


Each dumpus is happy. Numpuses are not happy. Each numpus is crazy. Each dumpus is a grimpus. Grimpuses are not fast. Grom is a numpus. Grom is a grimpus.

Question: Is Grom happy?
Think step by step.

(1) Grom is a numpus.
(2) Each numpus is not happy.
(3) Grom is not happy.
Answer: No


Each vumpus is not happy. Rompuses are luminous. Each gorpus is a vumpus. Gorpuses are not fast. Rompuses are fast. Jinx is a rompus. Jinx is a vumpus.

Question: Is Jinx fast?
Think step by step.
",Yes,"['Jinx is a rompus.', 'Each rompus is fast.', 'Jinx is fast.']",Yes,"['Jinx is a rompus.', 'Each rompus is fast.', 'Jinx is fast.']",True,True
3,"Answer Yes or No to the following question. Answer as in the examples.
Grimpuses are not large. Rompuses are tall. Each numpus is not heavy. Each rompus is a grimpus. Each numpus is not tall. Wren is a grimpus. Wren is a numpus.

Question: Is Wren tall?
Think step by step.

(1) Wren is a numpus.
(2) Numpuses are not tall.
(3) Wren is not tall.
Answer: No


Each gorpus is luminous. Lempuses are not crazy. Lempuses are happy. Brimpuses are crazy. Each brimpus is a gorpus. Wren is a gorpus. Wren is a lempus.

Question: Is Wren crazy?
Think step by step.

(1) Wren is a lempus.
(2) Each lempus is not crazy.
(3) Wren is not crazy.
Answer: No


Each jompus is heavy. Each yumpus is not crazy. Lempuses are happy. Jompuses are yumpus. Lempuses are not heavy. Grom is a yumpus. Grom is a lempus.

Question: Is Grom heavy?
Think step by step.

(1) Grom is a lempus.
(2) Lempuses are not heavy.
(3) Grom is not heavy.
Answer: No


Each brimpus is not heavy. Numpuses are hungry. Each jompus is not hungry. Each numpus is not happy. Jompuses are brimpus. Trux is a numpus. Trux is a brimpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a numpus.
(2) Numpuses are hungry.
(3) Trux is hungry.
Answer: Yes


Wumpuses are luminous. Numpuses are not hungry. Each numpus is not luminous. Wumpuses are lorpus. Lorpuses are not large. Grom is a lorpus. Grom is a numpus.

Question: Is Grom luminous?
Think step by step.

(1) Grom is a numpus.
(2) Numpuses are not luminous.
(3) Grom is not luminous.
Answer: No


Gorpuses are not happy. Each shumpus is not tall. Shumpuses are rompus. Each gorpus is tall. Rompuses are not hungry. Grom is a rompus. Grom is a gorpus.

Question: Is Grom tall?
Think step by step.
",Yes,"['Grom is a gorpus.', 'Each gorpus is tall.', 'Grom is tall.']",Yes,"['Grom is a gorpus.', 'Each gorpus is tall.', 'Grom is tall.']",True,True
4,"Answer Yes or No to the following question. Answer as in the examples.
Each brimpus is not crazy. Brimpuses are wumpus. Impuses are not tall. Impuses are crazy. Each wumpus is not hungry. Trux is a impus. Trux is a wumpus.

Question: Is Trux crazy?
Think step by step.

(1) Trux is a impus.
(2) Each impus is crazy.
(3) Trux is crazy.
Answer: Yes


Wumpuses are not fast. Each lorpus is heavy. Brimpuses are not hungry. Wumpuses are lorpus. Each brimpus is fast. Trux is a brimpus. Trux is a lorpus.

Question: Is Trux fast?
Think step by step.

(1) Trux is a brimpus.
(2) Brimpuses are fast.
(3) Trux is fast.
Answer: Yes


Jompuses are not fast. Jompuses are hungry. Rompuses are not large. Each numpus is a rompus. Each numpus is not hungry. Grom is a rompus. Grom is a jompus.

Question: Is Grom hungry?
Think step by step.

(1) Grom is a jompus.
(2) Jompuses are hungry.
(3) Grom is hungry.
Answer: Yes


Lorpuses are wumpus. Each lorpus is heavy. Each wumpus is luminous. Yumpuses are not large. Each yumpus is not heavy. Grom is a wumpus. Grom is a yumpus.

Question: Is Grom heavy?
Think step by step.

(1) Grom is a yumpus.
(2) Yumpuses are not heavy.
(3) Grom is not heavy.
Answer: No


Each vumpus is tall. Each impus is happy. Each sterpus is a impus. Each sterpus is blonde. Each vumpus is not blonde. Rast is a impus. Rast is a vumpus.

Question: Is Rast blonde?
Think step by step.

(1) Rast is a vumpus.
(2) Each vumpus is not blonde.
(3) Rast is not blonde.
Answer: No


Zumpuses are not hungry. Zumpuses are rompus. Dumpuses are hungry. Rompuses are not tall. Dumpuses are not large. Trux is a rompus. Trux is a dumpus.

Question: Is Trux hungry?
Think step by step.
",Yes,"['Trux is a dumpus.', 'Dumpuses are hungry.', 'Trux is hungry.']",Yes,"['Trux is a dumpus.', 'Dumpuses are hungry.', 'Trux is hungry.']",True,True
5,"Answer Yes or No to the following question. Answer as in the examples.
Brimpuses are not blonde. Numpuses are happy. Each brimpus is hungry. Each yumpus is not hungry. Yumpuses are numpus. Trux is a brimpus. Trux is a numpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a brimpus.
(2) Each brimpus is hungry.
(3) Trux is hungry.
Answer: Yes


Each brimpus is not heavy. Each lempus is not luminous. Impuses are not fast. Each brimpus is fast. Each impus is a lempus. Wren is a lempus. Wren is a brimpus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a brimpus.
(2) Each brimpus is fast.
(3) Wren is fast.
Answer: Yes


Each shumpus is a lempus. Each brimpus is not heavy. Brimpuses are not luminous. Shumpuses are heavy. Lempuses are not fast. Wren is a lempus. Wren is a brimpus.

Question: Is Wren heavy?
Think step by step.

(1) Wren is a brimpus.
(2) Brimpuses are not heavy.
(3) Wren is not heavy.
Answer: No


Each dumpus is a impus. Each dumpus is not fast. Impuses are tall. Each jompus is fast. Each jompus is heavy. Jinx is a jompus. Jinx is a impus.

Question: Is Jinx fast?
Think step by step.

(1) Jinx is a jompus.
(2) Jompuses are fast.
(3) Jinx is fast.
Answer: Yes


Shumpuses are not crazy. Lorpuses are not heavy. Each lorpus is a shumpus. Each brimpus is not fast. Brimpuses are heavy. Rast is a brimpus. Rast is a shumpus.

Question: Is Rast heavy?
Think step by step.

(1) Rast is a brimpus.
(2) Brimpuses are heavy.
(3) Rast is heavy.
Answer: Yes


Lempuses are not happy. Each vumpus is a grimpus. Lempuses are crazy. Vumpuses are happy. Grimpuses are tall. Rast is a grimpus. Rast is a lempus.

Question: Is Rast happy?
Think step by step.
",No,"['Rast is a lempus.', 'Lempuses are not happy.', 'Rast is not happy.']",No,"['Rast is a lempus.', 'Lempuses are not happy.', 'Rast is not happy.']",True,True
6,"Answer Yes or No to the following question. Answer as in the examples.
Rompuses are blonde. Each zumpus is a dumpus. Each rompus is fast. Zumpuses are not blonde. Each dumpus is heavy. Grom is a rompus. Grom is a dumpus.

Question: Is Grom blonde?
Think step by step.

(1) Grom is a rompus.
(2) Rompuses are blonde.
(3) Grom is blonde.
Answer: Yes


Each gorpus is a dumpus. Each gorpus is happy. Brimpuses are not happy. Each brimpus is not hungry. Each dumpus is heavy. Jinx is a dumpus. Jinx is a brimpus.

Question: Is Jinx happy?
Think step by step.

(1) Jinx is a brimpus.
(2) Brimpuses are not happy.
(3) Jinx is not happy.
Answer: No


Each lorpus is happy. Jompuses are sterpus. Each sterpus is not luminous. Each jompus is not happy. Lorpuses are large. Grom is a lorpus. Grom is a sterpus.

Question: Is Grom happy?
Think step by step.

(1) Grom is a lorpus.
(2) Lorpuses are happy.
(3) Grom is happy.
Answer: Yes


Jompuses are tall. Rompuses are not tall. Jompuses are not large. Each tumpus is hungry. Rompuses are tumpus. Rast is a jompus. Rast is a tumpus.

Question: Is Rast tall?
Think step by step.

(1) Rast is a jompus.
(2) Each jompus is tall.
(3) Rast is tall.
Answer: Yes


Dumpuses are blonde. Each lempus is not luminous. Lempuses are not blonde. Each grimpus is not large. Each dumpus is a grimpus. Trux is a lempus. Trux is a grimpus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a lempus.
(2) Lempuses are not blonde.
(3) Trux is not blonde.
Answer: No


Each grimpus is large. Each zumpus is not hungry. Dumpuses are grimpus. Dumpuses are hungry. Each zumpus is not blonde. Wren is a zumpus. Wren is a grimpus.

Question: Is Wren hungry?
Think step by step.
",No,"['Wren is a zumpus.', 'Each zumpus is not hungry.', 'Wren is not hungry.']",Yes,"['Wren is a zumpus.', 'Each zumpus is not hungry.', 'Wren is not hungry.', 'Wren is a grimpus.', 'Each grimpus is large.', 'Dumpuses are grimpus.', 'Dumpuses are hungry.', 'Wren is a dumpus (since Wren is a grimpus and Dumpuses are grimpus).', 'Wren is hungry.']",False,True
7,"Answer Yes or No to the following question. Answer as in the examples.
Jompuses are impus. Zumpuses are tall. Jompuses are not tall. Each impus is happy. Zumpuses are not fast. Rast is a zumpus. Rast is a impus.

Question: Is Rast tall?
Think step by step.

(1) Rast is a zumpus.
(2) Zumpuses are tall.
(3) Rast is tall.
Answer: Yes


Vumpuses are large. Each vumpus is a dumpus. Each dumpus is not hungry. Grimpuses are not fast. Each grimpus is not large. Rast is a dumpus. Rast is a grimpus.

Question: Is Rast large?
Think step by step.

(1) Rast is a grimpus.
(2) Grimpuses are not large.
(3) Rast is not large.
Answer: No


Each yumpus is not large. Each brimpus is not fast. Lempuses are not tall. Each lempus is a yumpus. Brimpuses are tall. Wren is a yumpus. Wren is a brimpus.

Question: Is Wren tall?
Think step by step.

(1) Wren is a brimpus.
(2) Each brimpus is tall.
(3) Wren is tall.
Answer: Yes


Each vumpus is a tumpus. Each tumpus is not happy. Vumpuses are tall. Each rompus is not tall. Each rompus is hungry. Trux is a tumpus. Trux is a rompus.

Question: Is Trux tall?
Think step by step.

(1) Trux is a rompus.
(2) Rompuses are not tall.
(3) Trux is not tall.
Answer: No


Each sterpus is not fast. Shumpuses are happy. Grimpuses are shumpus. Grimpuses are blonde. Each sterpus is not blonde. Grom is a sterpus. Grom is a shumpus.

Question: Is Grom blonde?
Think step by step.

(1) Grom is a sterpus.
(2) Sterpuses are not blonde.
(3) Grom is not blonde.
Answer: No


Grimpuses are not happy. Yumpuses are not hungry. Gorpuses are happy. Each grimpus is a yumpus. Each gorpus is not luminous. Trux is a yumpus. Trux is a gorpus.

Question: Is Trux happy?
Think step by step.
",Yes,"['Trux is a gorpus.', 'Each gorpus is happy.', 'Trux is happy.']",Yes,"['Trux is a gorpus.', 'Gorpuses are happy.', 'Trux is happy.']",True,False
8,"Answer Yes or No to the following question. Answer as in the examples.
Numpuses are crazy. Rompuses are brimpus. Each brimpus is tall. Rompuses are not crazy. Numpuses are happy. Jinx is a numpus. Jinx is a brimpus.

Question: Is Jinx crazy?
Think step by step.

(1) Jinx is a numpus.
(2) Numpuses are crazy.
(3) Jinx is crazy.
Answer: Yes


Each lorpus is crazy. Each lempus is heavy. Lorpuses are not blonde. Rompuses are not crazy. Rompuses are lempus. Rast is a lempus. Rast is a lorpus.

Question: Is Rast crazy?
Think step by step.

(1) Rast is a lorpus.
(2) Lorpuses are crazy.
(3) Rast is crazy.
Answer: Yes


Vumpuses are happy. Each lorpus is a vumpus. Each lempus is not tall. Each lempus is blonde. Each lorpus is not blonde. Trux is a vumpus. Trux is a lempus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a lempus.
(2) Lempuses are blonde.
(3) Trux is blonde.
Answer: Yes


Each sterpus is not tall. Each shumpus is blonde. Rompuses are large. Each rompus is tall. Each sterpus is a shumpus. Grom is a shumpus. Grom is a rompus.

Question: Is Grom tall?
Think step by step.

(1) Grom is a rompus.
(2) Each rompus is tall.
(3) Grom is tall.
Answer: Yes


Each wumpus is not large. Wumpuses are impus. Rompuses are large. Each rompus is not hungry. Impuses are crazy. Grom is a rompus. Grom is a impus.

Question: Is Grom large?
Think step by step.

(1) Grom is a rompus.
(2) Rompuses are large.
(3) Grom is large.
Answer: Yes


Each grimpus is luminous. Vumpuses are grimpus. Wumpuses are happy. Wumpuses are fast. Each vumpus is not happy. Trux is a grimpus. Trux is a wumpus.

Question: Is Trux happy?
Think step by step.
",Yes,"['Trux is a wumpus.', 'Wumpuses are happy.', 'Trux is happy.']",Yes,"['Trux is a wumpus.', 'Wumpuses are happy.', 'Trux is happy.']",True,True
9,"Answer Yes or No to the following question. Answer as in the examples.
Impuses are hungry. Each lempus is not crazy. Rompuses are crazy. Rompuses are impus. Each lempus is not blonde. Trux is a impus. Trux is a lempus.

Question: Is Trux crazy?
Think step by step.

(1) Trux is a lempus.
(2) Lempuses are not crazy.
(3) Trux is not crazy.
Answer: No


Dumpuses are rompus. Each dumpus is luminous. Each rompus is heavy. Each gorpus is not luminous. Gorpuses are crazy. Trux is a gorpus. Trux is a rompus.

Question: Is Trux luminous?
Think step by step.

(1) Trux is a gorpus.
(2) Gorpuses are not luminous.
(3) Trux is not luminous.
Answer: No


Each zumpus is heavy. Grimpuses are not blonde. Each sterpus is not fast. Each zumpus is a grimpus. Sterpuses are not heavy. Grom is a grimpus. Grom is a sterpus.

Question: Is Grom heavy?
Think step by step.

(1) Grom is a sterpus.
(2) Sterpuses are not heavy.
(3) Grom is not heavy.
Answer: No


Gorpuses are zumpus. Lorpuses are heavy. Each gorpus is not large. Zumpuses are hungry. Lorpuses are large. Trux is a lorpus. Trux is a zumpus.

Question: Is Trux large?
Think step by step.

(1) Trux is a lorpus.
(2) Each lorpus is large.
(3) Trux is large.
Answer: Yes


Each sterpus is a tumpus. Rompuses are not crazy. Each rompus is fast. Each sterpus is not fast. Each tumpus is not tall. Rast is a rompus. Rast is a tumpus.

Question: Is Rast fast?
Think step by step.

(1) Rast is a rompus.
(2) Rompuses are fast.
(3) Rast is fast.
Answer: Yes


Each brimpus is a grimpus. Lempuses are luminous. Lempuses are happy. Brimpuses are not happy. Grimpuses are large. Grom is a grimpus. Grom is a lempus.

Question: Is Grom happy?
Think step by step.
",Yes,"['Grom is a lempus.', 'Lempuses are happy.', 'Grom is happy.']",Yes,"['Grom is a lempus.', 'Lempuses are happy.', 'Grom is happy.']",True,True
